p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00341891417384	0.299254564446	GO:0045597	b	5	positive regulation of cell differentiation	324; 348; 706; 1000; 1272; 1277; 1382; 1490; 1523; 1601; 2113; 2119; 2335; 2487; 3280; 3486; 3491; 3675; 3897; 4023; 5063; 5139; 5270; 5764; 6281; 6498; 6790; 6925; 6935; 7003; 7048; 55904; 7804; 7976; 8600; 8842; 8904; 9037; 9139; 10125; 11075; 51760; 53335; 152007; 25805; 54997; 55885; 23242; 23499; 23566; 57556; 91461; 91663; 124925; 27086; 126695; 127833; 129138	ENSG00000134954; ENSG00000172575; ENSG00000172572; ENSG00000005884; ENSG00000196628; ENSG00000170558; ENSG00000198910; ENSG00000095739; ENSG00000103528; ENSG00000163513; ENSG00000153071; ENSG00000187079; ENSG00000112902; ENSG00000162998; ENSG00000148516; ENSG00000143858; ENSG00000162878; ENSG00000092421; ENSG00000018236; ENSG00000007062; ENSG00000104435; ENSG00000115414; ENSG00000197747; ENSG00000119866; ENSG00000171517; ENSG00000114315; ENSG00000130203; ENSG00000146674; ENSG00000142871; ENSG00000135919; ENSG00000105894; ENSG00000122694; ENSG00000244405; ENSG00000106078; ENSG00000136603; ENSG00000179820; ENSG00000114861; ENSG00000257923; ENSG00000214078; ENSG00000088992; ENSG00000175707; ENSG00000118523; ENSG00000134982; ENSG00000104290; ENSG00000078699; ENSG00000005483; ENSG00000120659; ENSG00000175445; ENSG00000100300; ENSG00000157193; ENSG00000143320; ENSG00000063015; ENSG00000087586; ENSG00000100124; ENSG00000048540; ENSG00000108821; ENSG00000077264; ENSG00000127603	799	495
0.00343529297792	0.0928037666092	GO:0046872	m	4	metal ion binding	108; 158399; 174; 302; 306; 333; 348; 351; 403; 477; 481; 489; 490; 644; 678; 197370; 773; 976; 978; 1000; 1004; 1277; 1278; 1280; 1301; 1316; 1363; 1592; 1607; 284273; 1952; 1958; 2110; 2192; 2245; 11320; 126017; 2495; 2904; 2934; 2937; 2992; 199704; 3309; 3486; 3675; 4008; 4123; 4139; 4143; 4147; 4311; 4324; 4493; 4494; 4495; 4496; 4501; 4502; 4519; 201181; 4753; 4811; 4842; 4854; 4885; 4940; 5063; 5069; 5099; 5101; 5139; 5152; 5167; 5205; 5264; 5331; 5523; 5530; 6275; 6281; 6284; 22921; 6667; 6868; 55762; 6935; 7048; 7059; 7137; 7153; 7157; 7184; 7273; 7447; 400713; 7543; 171392; 7576; 171425; 7586; 7620; 7627; 7695; 7707; 55904; 7767; 7770; 7776; 7804; 729288; 8470; 8526; 8609; 8826; 8904; 8994; 9066; 9124; 9139; 9175; 140576; 9668; 9869; 9946; 10235; 10299; 10420; 10994; 11128; 11200; 11278; 339500; 3688; 340351; 79088; 79132; 79158; 79230; 7769; 79670; 79685; 79692; 79698; 79776; 79788; 79814; 160760; 79872; 79901; 374928; 80264; 220929; 89884; 342892; 80781; 342926; 201292; 57659; 81602; 81627; 114804; 114826; 147657; 147699; 147968; 120526; 49854; 49855; 203523; 50484; 83479; 22981; 80258; 51058; 51065; 51114; 84100; 84527; 51760; 84622; 84669; 84693; 84698; 84851; 84909; 84914; 84924; 84929; 151313; 53335; 282974; 283576; 54510; 80119; 54816; 54932; 284323; 54997; 284391; 55184; 55217; 121268; 22978; 22998; 23001; 55785; 55885; 285268; 55893; 154214; 645745; 23352; 285498; 23387; 23499; 23576; 55809; 57168; 57348; 57402; 57459; 90233; 57493; 57504; 57541; 57547; 90321; 57674; 57677; 90637; 254552; 221785; 222663; 169841; 90957; 222236; 222256; 91664; 140831; 26137; 91694; 26164; 91975; 59348; 92312; 80267; 27086; 27109; 10003; 27306; 64211; 10125; 283209; 28970; 127833; 390927; 63891; 63929; 63977; 63978; 64093; 64393; 162962; 163071; 64789; 359948; 169270	ENSG00000143379; ENSG00000196646; ENSG00000172575; ENSG00000254726; ENSG00000121486; ENSG00000130720; ENSG00000180626; ENSG00000123146; ENSG00000180011; ENSG00000223547; ENSG00000048540; ENSG00000197782; ENSG00000185088; ENSG00000184226; ENSG00000140400; ENSG00000186918; ENSG00000181450; ENSG00000131115; ENSG00000189184; ENSG00000172888; ENSG00000170832; ENSG00000196549; ENSG00000121454; ENSG00000198417; ENSG00000148180; ENSG00000146197; ENSG00000163625; ENSG00000161048; ENSG00000136267; ENSG00000188227; ENSG00000130203; ENSG00000146674; ENSG00000076685; ENSG00000148120; ENSG00000149782; ENSG00000105879; ENSG00000074370; ENSG00000095596; ENSG00000078295; ENSG00000140386; ENSG00000132801; ENSG00000197372; ENSG00000147596; ENSG00000187595; ENSG00000083223; ENSG00000182752; ENSG00000068831; ENSG00000181315; ENSG00000214078; ENSG00000166598; ENSG00000169189; ENSG00000078699; ENSG00000169231; ENSG00000152518; ENSG00000163214; ENSG00000167614; ENSG00000141576; ENSG00000196236; ENSG00000143858; ENSG00000125246; ENSG00000170946; ENSG00000108821; ENSG00000172667; ENSG00000196850; ENSG00000127603; ENSG00000197594; ENSG00000183718; ENSG00000188643; ENSG00000143126; ENSG00000167996; ENSG00000205358; ENSG00000128203; ENSG00000196967; ENSG00000089116; ENSG00000048392; ENSG00000145908; ENSG00000144199; ENSG00000188321; ENSG00000187193; ENSG00000198727; ENSG00000197928; ENSG00000181722; ENSG00000140575; ENSG00000118263; ENSG00000153904; ENSG00000172748; ENSG00000198538; ENSG00000131747; ENSG00000118620; ENSG00000136153; ENSG00000089091; ENSG00000145495; ENSG00000178222; ENSG00000197747; ENSG00000130544; ENSG00000198346; ENSG00000138175; ENSG00000124370; ENSG00000057935; ENSG00000165434; ENSG00000130856; ENSG00000170558; ENSG00000146373; ENSG00000105290; ENSG00000198732; ENSG00000154359; ENSG00000182472; ENSG00000198429; ENSG00000101004; ENSG00000151694; ENSG00000148516; ENSG00000141510; ENSG00000188706; ENSG00000077942; ENSG00000173275; ENSG00000152439; ENSG00000256087; ENSG00000185973; ENSG00000153933; ENSG00000196267; ENSG00000138772; ENSG00000077264; ENSG00000249459; ENSG00000081051; ENSG00000167799; ENSG00000074181; ENSG00000102302; ENSG00000116141; ENSG00000185591; ENSG00000244020; ENSG00000186017; ENSG00000167550; ENSG00000221923; ENSG00000107438; ENSG00000118922; ENSG00000163754; ENSG00000180263; ENSG00000165752; ENSG00000129991; ENSG00000128536; ENSG00000163513; ENSG00000141837; ENSG00000183621; ENSG00000175787; ENSG00000113966; ENSG00000132561; ENSG00000178150; ENSG00000143153; ENSG00000267041; ENSG00000196214; ENSG00000107537; ENSG00000106605; ENSG00000204519; ENSG00000130818; ENSG00000146856; ENSG00000138814; ENSG00000106236; ENSG00000143614; ENSG00000167380; ENSG00000071967; ENSG00000127481; ENSG00000102543; ENSG00000173706; ENSG00000167562; ENSG00000005884; ENSG00000164576; ENSG00000172572; ENSG00000105135; ENSG00000164068; ENSG00000113361; ENSG00000213799; ENSG00000101181; ENSG00000183765; ENSG00000116406; ENSG00000044574; ENSG00000182718; ENSG00000173258; ENSG00000182919; ENSG00000120738; ENSG00000213889; ENSG00000140451; ENSG00000089250; ENSG00000178381; ENSG00000163848; ENSG00000174282; ENSG00000067082; ENSG00000183690; ENSG00000116962; ENSG00000071073; ENSG00000197024; ENSG00000060718; ENSG00000197497; ENSG00000124496; ENSG00000171503; ENSG00000144791; ENSG00000106261; ENSG00000189171; ENSG00000011347; ENSG00000169715; ENSG00000142192; ENSG00000081923; ENSG00000184613; ENSG00000111331; ENSG00000273079; ENSG00000186532; ENSG00000154556; ENSG00000173276; ENSG00000108771; ENSG00000164011; ENSG00000073803; ENSG00000073711; ENSG00000141956; ENSG00000198466; ENSG00000005889; ENSG00000103528; ENSG00000160191; ENSG00000187609; ENSG00000148606; ENSG00000256683; ENSG00000164002; ENSG00000070759; ENSG00000162086; ENSG00000125148; ENSG00000064042; ENSG00000137871; ENSG00000125144; ENSG00000141569; ENSG00000125375; ENSG00000168264; ENSG00000197037; ENSG00000165061; ENSG00000173821; ENSG00000018625; ENSG00000196154; ENSG00000119866; ENSG00000189334; ENSG00000158825; ENSG00000139219; ENSG00000160584; ENSG00000102996; ENSG00000163106; ENSG00000169851; ENSG00000114861; ENSG00000150093; ENSG00000091656; ENSG00000180881; ENSG00000116771; ENSG00000100983; ENSG00000109472; ENSG00000077616; ENSG00000148450; ENSG00000205758; ENSG00000111670; ENSG00000164692; ENSG00000005483; ENSG00000267680; ENSG00000177108; ENSG00000182871; ENSG00000157193; ENSG00000197566; ENSG00000198464; ENSG00000070961; ENSG00000142065; ENSG00000163032; ENSG00000088992; ENSG00000151224; ENSG00000118197; ENSG00000155657	4109	2838
0.00344214133079	0.138227052677	GO:2000026	b	4	regulation of multicellular organismal development	306; 324; 348; 351; 388; 595; 706; 773; 889; 891; 976; 1000; 1272; 1277; 1382; 1490; 1523; 1601; 1848; 1958; 2113; 2119; 2321; 2335; 2487; 3280; 3491; 3643; 3675; 3897; 3911; 4045; 4094; 4300; 4487; 4609; 4780; 4842; 4854; 5063; 5167; 5228; 5270; 5523; 5530; 5764; 6496; 6498; 6665; 6925; 6935; 7048; 7157; 7162; 7373; 7431; 171392; 55904; 7804; 7976; 8363; 8364; 8600; 8842; 8904; 9037; 9139; 9928; 10553; 11061; 11075; 79977; 51083; 51738; 51760; 85458; 53335; 152007; 25805; 54997; 23111; 23240; 23242; 23432; 23499; 23566; 23576; 23768; 57556; 91461; 26052; 91663; 124925; 27086; 64211; 10125; 126695; 127833; 129138; 64284; 359845	ENSG00000134954; ENSG00000121210; ENSG00000197959; ENSG00000197061; ENSG00000172575; ENSG00000257923; ENSG00000123146; ENSG00000162998; ENSG00000007062; ENSG00000185070; ENSG00000005483; ENSG00000100124; ENSG00000092421; ENSG00000018236; ENSG00000130203; ENSG00000026025; ENSG00000142871; ENSG00000178573; ENSG00000083307; ENSG00000069482; ENSG00000089116; ENSG00000214078; ENSG00000078699; ENSG00000185565; ENSG00000143858; ENSG00000108821; ENSG00000162878; ENSG00000102755; ENSG00000127603; ENSG00000197594; ENSG00000130702; ENSG00000110092; ENSG00000063015; ENSG00000138083; ENSG00000143320; ENSG00000146242; ENSG00000153904; ENSG00000001631; ENSG00000197372; ENSG00000179820; ENSG00000135919; ENSG00000244405; ENSG00000170558; ENSG00000157017; ENSG00000139318; ENSG00000119630; ENSG00000134982; ENSG00000141510; ENSG00000120659; ENSG00000100300; ENSG00000143147; ENSG00000116044; ENSG00000077264; ENSG00000143878; ENSG00000134057; ENSG00000074181; ENSG00000198910; ENSG00000163513; ENSG00000141837; ENSG00000133104; ENSG00000138814; ENSG00000171517; ENSG00000136110; ENSG00000105894; ENSG00000122694; ENSG00000118523; ENSG00000187955; ENSG00000106078; ENSG00000175707; ENSG00000120738; ENSG00000089250; ENSG00000136997; ENSG00000171843; ENSG00000150764; ENSG00000142192; ENSG00000005884; ENSG00000196628; ENSG00000103528; ENSG00000073711; ENSG00000163132; ENSG00000153071; ENSG00000112902; ENSG00000197238; ENSG00000104435; ENSG00000183688; ENSG00000115414; ENSG00000171105; ENSG00000095739; ENSG00000114315; ENSG00000119866; ENSG00000109854; ENSG00000148516; ENSG00000136603; ENSG00000129194; ENSG00000114861; ENSG00000138772; ENSG00000124839; ENSG00000157193; ENSG00000104290; ENSG00000118193; ENSG00000088992	1540	950
0.00345156730822	0.138227052677	GO:0061008	b	4	hepaticobiliary system development	174; 65985; 595; 445; 2487; 3077; 3280; 3720; 4357; 4922; 5764; 6667; 10533; 23242; 23705; 255738	ENSG00000008083; ENSG00000114315; ENSG00000010704; ENSG00000185591; ENSG00000081760; ENSG00000110092; ENSG00000130707; ENSG00000162998; ENSG00000133636; ENSG00000128309; ENSG00000169174; ENSG00000105894; ENSG00000106078; ENSG00000182985; ENSG00000197548; ENSG00000081051	128	93
0.00355784819025	0.299254564446	GO:0051272	b	5	positive regulation of cellular component movement	306; 324; 949; 1277; 1601; 2113; 2192; 2321; 2335; 2886; 3309; 3491; 3643; 3675; 3912; 3958; 4162; 4641; 5216; 6868; 7048; 9037; 10344; 1839; 79872; 80781; 152007; 57402; 57556; 91663; 27086	ENSG00000134954; ENSG00000073060; ENSG00000005884; ENSG00000091136; ENSG00000163513; ENSG00000153071; ENSG00000112902; ENSG00000141738; ENSG00000092421; ENSG00000131981; ENSG00000115414; ENSG00000171105; ENSG00000179820; ENSG00000006606; ENSG00000142871; ENSG00000113070; ENSG00000134982; ENSG00000114861; ENSG00000122694; ENSG00000108518; ENSG00000108821; ENSG00000197879; ENSG00000105879; ENSG00000151694; ENSG00000044574; ENSG00000077942; ENSG00000076706; ENSG00000182871; ENSG00000189334; ENSG00000138772; ENSG00000102755	365	228
0.0036639211937	0.0887483133584	GO:0016477	b	3	cell migration	29; 306; 324; 348; 481; 482; 684; 706; 889; 949; 961; 1000; 1277; 1278; 1490; 1601; 1952; 2059; 2113; 2192; 2321; 2335; 2886; 2888; 2934; 3280; 3309; 3486; 3488; 3491; 3643; 3675; 3716; 3897; 3911; 3912; 3915; 3958; 4139; 4147; 4162; 4641; 5063; 5216; 5270; 5338; 6496; 6781; 6868; 7048; 7804; 7976; 8470; 8600; 8994; 9037; 9056; 9732; 23499; 9928; 10344; 1839; 11156; 3688; 79872; 80781; 50848; 84687; 85458; 152007; 25805; 54541; 23768; 57402; 57556; 91663; 91862; 27086; 94241	ENSG00000134954; ENSG00000196776; ENSG00000120659; ENSG00000144791; ENSG00000073060; ENSG00000162434; ENSG00000130702; ENSG00000005884; ENSG00000140832; ENSG00000112902; ENSG00000150093; ENSG00000198910; ENSG00000095739; ENSG00000154556; ENSG00000076706; ENSG00000128512; ENSG00000091136; ENSG00000164938; ENSG00000135862; ENSG00000163513; ENSG00000157193; ENSG00000135919; ENSG00000185070; ENSG00000153071; ENSG00000132561; ENSG00000184489; ENSG00000143153; ENSG00000129244; ENSG00000168209; ENSG00000138083; ENSG00000116141; ENSG00000001631; ENSG00000141738; ENSG00000092421; ENSG00000148180; ENSG00000131981; ENSG00000108819; ENSG00000155465; ENSG00000122694; ENSG00000115414; ENSG00000171105; ENSG00000159167; ENSG00000006606; ENSG00000114315; ENSG00000130203; ENSG00000146674; ENSG00000142871; ENSG00000189334; ENSG00000130303; ENSG00000113070; ENSG00000134982; ENSG00000115290; ENSG00000159842; ENSG00000179820; ENSG00000150764; ENSG00000170558; ENSG00000108518; ENSG00000108821; ENSG00000197879; ENSG00000105879; ENSG00000158769; ENSG00000118523; ENSG00000151694; ENSG00000044574; ENSG00000104290; ENSG00000077264; ENSG00000077942; ENSG00000143126; ENSG00000100300; ENSG00000182871; ENSG00000129219; ENSG00000115461; ENSG00000151491; ENSG00000114861; ENSG00000118193; ENSG00000138772; ENSG00000164692; ENSG00000102755; ENSG00000127603	1157	716
0.00379512118399	0.0815951054558	GO:0043169	m	3	cation binding	108; 174; 302; 306; 333; 348; 351; 403; 477; 481; 489; 490; 644; 678; 197370; 773; 976; 978; 1000; 1004; 1277; 1278; 1280; 1301; 1316; 1363; 1592; 1607; 284273; 1952; 1958; 2110; 2192; 2245; 11320; 126017; 2495; 2904; 2934; 2937; 2992; 3309; 3486; 3675; 4008; 4123; 4139; 4143; 4147; 4311; 4324; 4493; 4494; 4495; 4496; 4501; 4502; 4519; 201181; 4753; 4811; 4842; 4854; 4885; 4935; 4940; 5063; 5069; 5099; 5101; 5139; 5152; 5167; 5205; 5264; 5331; 5523; 5530; 6275; 6281; 6284; 22921; 6667; 6868; 55762; 6935; 55785; 7048; 7059; 7137; 7153; 7157; 7184; 7273; 7447; 400713; 7543; 171392; 7576; 171425; 7586; 7620; 7627; 7695; 7707; 55904; 7767; 7770; 7776; 7804; 729288; 8470; 8526; 8609; 8826; 8904; 8994; 9066; 9124; 9175; 140576; 9668; 9869; 23499; 9946; 10235; 10299; 10420; 10994; 11128; 11200; 11278; 5837; 51114; 339500; 89884; 3688; 340351; 79088; 79132; 79158; 79230; 7769; 79670; 79685; 79692; 79698; 79776; 79788; 79814; 160760; 79872; 79901; 374928; 80264; 220929; 342892; 80781; 342926; 201292; 57659; 81602; 81627; 114804; 114826; 147657; 147699; 147968; 120526; 49854; 49855; 203523; 50484; 83479; 22981; 80258; 51058; 51065; 84100; 199704; 84527; 51760; 84622; 84669; 84693; 84698; 84851; 84909; 84914; 84924; 84929; 151313; 53335; 282974; 283576; 54510; 80119; 54816; 9139; 54932; 284323; 54997; 284391; 55184; 55217; 121268; 22978; 22998; 23001; 55885; 285268; 55893; 55902; 154214; 645745; 23352; 285498; 23387; 23576; 55809; 57168; 57348; 57402; 57459; 90233; 57493; 57504; 57541; 57547; 90321; 57674; 57677; 90637; 254552; 221785; 222663; 169841; 90957; 222236; 222256; 91664; 140831; 26137; 91694; 26164; 91975; 59348; 92312; 80267; 27086; 27109; 10003; 27306; 64211; 158399; 10125; 283209; 28970; 127833; 390927; 63891; 63929; 63977; 63978; 64093; 64393; 162962; 163071; 64789; 359948; 169270	ENSG00000143379; ENSG00000196646; ENSG00000172575; ENSG00000254726; ENSG00000121486; ENSG00000130720; ENSG00000180626; ENSG00000123146; ENSG00000180011; ENSG00000223547; ENSG00000048540; ENSG00000197782; ENSG00000185088; ENSG00000184226; ENSG00000140400; ENSG00000186918; ENSG00000181450; ENSG00000131115; ENSG00000189184; ENSG00000172888; ENSG00000170832; ENSG00000196549; ENSG00000121454; ENSG00000198417; ENSG00000148180; ENSG00000146197; ENSG00000163625; ENSG00000161048; ENSG00000136267; ENSG00000188227; ENSG00000130203; ENSG00000146674; ENSG00000076685; ENSG00000148120; ENSG00000149782; ENSG00000105879; ENSG00000074370; ENSG00000095596; ENSG00000078295; ENSG00000140386; ENSG00000132801; ENSG00000197372; ENSG00000147596; ENSG00000187595; ENSG00000083223; ENSG00000182752; ENSG00000068831; ENSG00000181315; ENSG00000214078; ENSG00000166598; ENSG00000169189; ENSG00000078699; ENSG00000169231; ENSG00000152518; ENSG00000163214; ENSG00000167614; ENSG00000141576; ENSG00000196236; ENSG00000143858; ENSG00000125246; ENSG00000170946; ENSG00000108821; ENSG00000172667; ENSG00000196850; ENSG00000127603; ENSG00000197594; ENSG00000183718; ENSG00000188643; ENSG00000143126; ENSG00000167996; ENSG00000205358; ENSG00000128203; ENSG00000196967; ENSG00000089116; ENSG00000048392; ENSG00000068976; ENSG00000145908; ENSG00000144199; ENSG00000188321; ENSG00000187193; ENSG00000198727; ENSG00000197928; ENSG00000181722; ENSG00000140575; ENSG00000118263; ENSG00000153904; ENSG00000172748; ENSG00000198538; ENSG00000131747; ENSG00000118620; ENSG00000136153; ENSG00000089091; ENSG00000145495; ENSG00000178222; ENSG00000197747; ENSG00000130544; ENSG00000198346; ENSG00000138175; ENSG00000124370; ENSG00000057935; ENSG00000165434; ENSG00000130856; ENSG00000170558; ENSG00000146373; ENSG00000105290; ENSG00000198732; ENSG00000154359; ENSG00000182472; ENSG00000198429; ENSG00000101004; ENSG00000151694; ENSG00000139219; ENSG00000141510; ENSG00000188706; ENSG00000077942; ENSG00000173275; ENSG00000152439; ENSG00000256087; ENSG00000185973; ENSG00000153933; ENSG00000196267; ENSG00000138772; ENSG00000077264; ENSG00000249459; ENSG00000081051; ENSG00000167799; ENSG00000074181; ENSG00000102302; ENSG00000116141; ENSG00000185591; ENSG00000244020; ENSG00000186017; ENSG00000167550; ENSG00000221923; ENSG00000107438; ENSG00000118922; ENSG00000163754; ENSG00000267041; ENSG00000165752; ENSG00000129991; ENSG00000128536; ENSG00000116406; ENSG00000163513; ENSG00000141837; ENSG00000183621; ENSG00000175787; ENSG00000113966; ENSG00000132561; ENSG00000178150; ENSG00000143153; ENSG00000180263; ENSG00000196214; ENSG00000107537; ENSG00000106605; ENSG00000204519; ENSG00000130818; ENSG00000146856; ENSG00000138814; ENSG00000106236; ENSG00000143614; ENSG00000167380; ENSG00000071967; ENSG00000127481; ENSG00000102543; ENSG00000173706; ENSG00000167562; ENSG00000005884; ENSG00000164576; ENSG00000172572; ENSG00000105135; ENSG00000164068; ENSG00000113361; ENSG00000213799; ENSG00000101181; ENSG00000183765; ENSG00000131069; ENSG00000044574; ENSG00000182718; ENSG00000173258; ENSG00000182919; ENSG00000120738; ENSG00000213889; ENSG00000140451; ENSG00000089250; ENSG00000178381; ENSG00000163848; ENSG00000174282; ENSG00000067082; ENSG00000183690; ENSG00000116962; ENSG00000071073; ENSG00000197024; ENSG00000060718; ENSG00000197497; ENSG00000124496; ENSG00000171503; ENSG00000144791; ENSG00000106261; ENSG00000189171; ENSG00000011347; ENSG00000169715; ENSG00000142192; ENSG00000081923; ENSG00000184613; ENSG00000111331; ENSG00000273079; ENSG00000186532; ENSG00000154556; ENSG00000173276; ENSG00000108771; ENSG00000164011; ENSG00000073803; ENSG00000073711; ENSG00000141956; ENSG00000198466; ENSG00000005889; ENSG00000103528; ENSG00000160191; ENSG00000187609; ENSG00000148606; ENSG00000256683; ENSG00000164002; ENSG00000070759; ENSG00000162086; ENSG00000125148; ENSG00000064042; ENSG00000137871; ENSG00000125144; ENSG00000141569; ENSG00000125375; ENSG00000168264; ENSG00000197037; ENSG00000101850; ENSG00000165061; ENSG00000173821; ENSG00000018625; ENSG00000196154; ENSG00000119866; ENSG00000189334; ENSG00000158825; ENSG00000148516; ENSG00000160584; ENSG00000102996; ENSG00000163106; ENSG00000169851; ENSG00000114861; ENSG00000150093; ENSG00000091656; ENSG00000180881; ENSG00000116771; ENSG00000100983; ENSG00000109472; ENSG00000077616; ENSG00000148450; ENSG00000205758; ENSG00000111670; ENSG00000164692; ENSG00000005483; ENSG00000267680; ENSG00000177108; ENSG00000182871; ENSG00000157193; ENSG00000197566; ENSG00000198464; ENSG00000070961; ENSG00000142065; ENSG00000163032; ENSG00000088992; ENSG00000151224; ENSG00000118197; ENSG00000155657	4204	2878
0.00406589770872	0.155428180592	GO:2000145	b	4	regulation of cell motility	29; 306; 324; 348; 684; 889; 949; 1277; 1601; 2113; 2192; 2321; 2335; 2886; 2934; 3309; 3486; 3488; 3491; 3643; 3675; 3911; 3912; 3958; 4162; 4641; 5216; 5270; 5338; 5523; 6781; 6868; 7048; 9037; 9928; 10344; 1839; 79872; 80781; 152007; 23499; 23768; 57402; 57556; 91663; 91862; 27086; 94241	ENSG00000134954; ENSG00000073060; ENSG00000130702; ENSG00000005884; ENSG00000140832; ENSG00000164938; ENSG00000179820; ENSG00000091136; ENSG00000073711; ENSG00000163513; ENSG00000189334; ENSG00000135919; ENSG00000185070; ENSG00000153071; ENSG00000112902; ENSG00000001631; ENSG00000141738; ENSG00000092421; ENSG00000148180; ENSG00000131981; ENSG00000115414; ENSG00000171105; ENSG00000159167; ENSG00000006606; ENSG00000130203; ENSG00000146674; ENSG00000142871; ENSG00000130303; ENSG00000113070; ENSG00000134982; ENSG00000159842; ENSG00000114861; ENSG00000122694; ENSG00000108518; ENSG00000108821; ENSG00000197879; ENSG00000105879; ENSG00000151694; ENSG00000044574; ENSG00000077942; ENSG00000076706; ENSG00000182871; ENSG00000129219; ENSG00000115461; ENSG00000118193; ENSG00000138772; ENSG00000102755; ENSG00000127603	637	397
0.0042502423464	0.123257028046	GO:0005887	c	4	integral component of plasma membrane	351; 477; 481; 482; 490; 684; 949; 961; 976; 1184; 1269; 1364; 1601; 2059; 2065; 2239; 2321; 2556; 2719; 2846; 2898; 2904; 2913; 3077; 3588; 3643; 3654; 3675; 3775; 4059; 4311; 4324; 5099; 5167; 5205; 5348; 6443; 6510; 6868; 7048; 7162; 8600; 8842; 9056; 9197; 9482; 9497; 9619; 10071; 10791; 1839; 3688; 84061; 84329; 117247; 84570; 84879; 84889; 53827; 54407; 729993; 22941; 23432; 23566; 23705; 23768; 57556; 57657; 26047; 26503; 92745; 60401	ENSG00000168899; ENSG00000196776; ENSG00000174469; ENSG00000073060; ENSG00000197594; ENSG00000102158; ENSG00000142192; ENSG00000005884; ENSG00000112394; ENSG00000076716; ENSG00000168389; ENSG00000273079; ENSG00000163069; ENSG00000123146; ENSG00000105281; ENSG00000163513; ENSG00000188822; ENSG00000198822; ENSG00000153071; ENSG00000160179; ENSG00000188517; ENSG00000143153; ENSG00000129244; ENSG00000146242; ENSG00000196549; ENSG00000143630; ENSG00000170310; ENSG00000131080; ENSG00000092421; ENSG00000266964; ENSG00000135750; ENSG00000007062; ENSG00000155465; ENSG00000089327; ENSG00000033867; ENSG00000164418; ENSG00000171105; ENSG00000171517; ENSG00000143147; ENSG00000018625; ENSG00000010704; ENSG00000189143; ENSG00000243646; ENSG00000130303; ENSG00000081923; ENSG00000113070; ENSG00000102996; ENSG00000171365; ENSG00000169851; ENSG00000150093; ENSG00000185070; ENSG00000119899; ENSG00000017483; ENSG00000205277; ENSG00000151694; ENSG00000147145; ENSG00000122986; ENSG00000165349; ENSG00000120659; ENSG00000162105; ENSG00000184216; ENSG00000065361; ENSG00000070961; ENSG00000151491; ENSG00000147257; ENSG00000134294; ENSG00000237515; ENSG00000187244; ENSG00000182985; ENSG00000011677; ENSG00000169359; ENSG00000102755	1576	646
0.0042920554891	0.15548681416	GO:0045595	b	4	regulation of cell differentiation	324; 348; 351; 595; 678; 706; 773; 1000; 1272; 1277; 1382; 1490; 1523; 1601; 1848; 2113; 2119; 2192; 2335; 2487; 3280; 3486; 3488; 3491; 3675; 3897; 4023; 4045; 4094; 4487; 4609; 4780; 4842; 4854; 5063; 5139; 5167; 5270; 5530; 5764; 6281; 6496; 6498; 6790; 6925; 6935; 7003; 7048; 7157; 7373; 7431; 171392; 55904; 7804; 7976; 8363; 8364; 8600; 8842; 8904; 8994; 9037; 9079; 9139; 9619; 9928; 10541; 11075; 3688; 79977; 221044; 51083; 51760; 85458; 53335; 152007; 25805; 54997; 23111; 55885; 23168; 23240; 23242; 23499; 23566; 23768; 57556; 91461; 26052; 91663; 124925; 27086; 10125; 126695; 127833; 129138; 27022; 63978; 64093; 64284; 359845	ENSG00000134954; ENSG00000121210; ENSG00000197959; ENSG00000197061; ENSG00000172575; ENSG00000257923; ENSG00000007062; ENSG00000187955; ENSG00000005483; ENSG00000100124; ENSG00000137815; ENSG00000092421; ENSG00000018236; ENSG00000141510; ENSG00000169744; ENSG00000146674; ENSG00000026025; ENSG00000142871; ENSG00000178573; ENSG00000083307; ENSG00000069482; ENSG00000175707; ENSG00000214078; ENSG00000078699; ENSG00000185565; ENSG00000143858; ENSG00000087586; ENSG00000108821; ENSG00000162878; ENSG00000127603; ENSG00000197594; ENSG00000152518; ENSG00000063015; ENSG00000138083; ENSG00000143320; ENSG00000162998; ENSG00000197372; ENSG00000048540; ENSG00000197747; ENSG00000179820; ENSG00000165623; ENSG00000135919; ENSG00000244405; ENSG00000170558; ENSG00000139318; ENSG00000198732; ENSG00000118523; ENSG00000134982; ENSG00000104290; ENSG00000120659; ENSG00000175445; ENSG00000100300; ENSG00000116044; ENSG00000077264; ENSG00000074181; ENSG00000172572; ENSG00000187140; ENSG00000198910; ENSG00000163513; ENSG00000141837; ENSG00000187079; ENSG00000133104; ENSG00000138814; ENSG00000171517; ENSG00000105894; ENSG00000122694; ENSG00000185070; ENSG00000106078; ENSG00000110092; ENSG00000089250; ENSG00000136997; ENSG00000115461; ENSG00000150764; ENSG00000077942; ENSG00000144791; ENSG00000136938; ENSG00000142192; ENSG00000005884; ENSG00000196628; ENSG00000103528; ENSG00000163132; ENSG00000153071; ENSG00000130203; ENSG00000112902; ENSG00000197238; ENSG00000104435; ENSG00000183688; ENSG00000115414; ENSG00000095739; ENSG00000114315; ENSG00000160179; ENSG00000119866; ENSG00000148516; ENSG00000136603; ENSG00000114861; ENSG00000150093; ENSG00000124839; ENSG00000157193; ENSG00000118193; ENSG00000088992; ENSG00000147596	1505	957
