type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
reads	500000	all	9	75	NA19098	r1	0	1	12192	12192	43	43	85	85	0.93027	0.94751	0.93958	0.95405	12144	43	221525.013333333	4483.37333333333	0.90943	0.93969
molecules	500000	all	9	75	NA19098	r1	0	1	12192	12192	43	43	85	85	0.93848	0.94951	0.94679	0.95498	12143	43	31137.3733333333	545.253333333333	0.98615	0.98606
reads	500000	all	10	75	NA19098	r1	0	1	12192	12192	43	43	85	85	0.92892	0.94916	0.93982	0.95514	12143	43	221913.12	4545.48	0.91024	0.94008
molecules	500000	all	10	75	NA19098	r1	0	1	12192	12192	43	43	85	85	0.9378	0.94953	0.94716	0.95973	12143	43	31036.1866666667	546.4	0.98628	0.98612
reads	500000	lower	1	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.79208	0.57004	0.80405	0.75389	6051	22	12814.2533333333	50.6133333333333	0.73758	0.80375
molecules	500000	lower	1	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78946	0.57015	0.81558	0.74576	6051	22	2019.02666666667	5.68	0.9398	0.94879
reads	500000	lower	2	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78846	0.56713	0.80505	0.7358	6048	22	12899.5866666667	48.3066666666667	0.73942	0.8052
molecules	500000	lower	2	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78859	0.58596	0.81667	0.74201	6048	22	2059.37333333333	5.66666666666667	0.94294	0.95049
reads	500000	lower	3	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78586	0.52366	0.80551	0.72111	6050	22	12877.2666666667	48.6	0.73727	0.80338
molecules	500000	lower	3	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78624	0.57565	0.81715	0.75844	6050	22	2045.05333333333	5.57333333333333	0.94255	0.9498
reads	500000	lower	4	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.79128	0.55096	0.80466	0.74929	6053	22	12901.16	48.0533333333333	0.73679	0.80154
molecules	500000	lower	4	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78937	0.56048	0.81811	0.7011	6053	22	2052.86666666667	5.6	0.94184	0.94898
reads	500000	lower	5	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.7873	0.56115	0.80434	0.72018	6052	22	12771.5866666667	47.92	0.73794	0.80288
molecules	500000	lower	5	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78657	0.55919	0.81618	0.72532	6052	22	2015.48	5.49333333333333	0.9413	0.9489
reads	500000	lower	6	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78813	0.60391	0.80493	0.74731	6049	22	12843.7333333333	49.92	0.73923	0.80433
molecules	500000	lower	6	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78803	0.57357	0.81726	0.72192	6049	22	2038.82666666667	5.65333333333333	0.94232	0.94975
reads	500000	lower	7	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.79054	0.58365	0.80596	0.73072	6050	22	12825.0533333333	48.2133333333333	0.73572	0.80175
molecules	500000	lower	7	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78905	0.57978	0.81677	0.71291	6050	22	2040.50666666667	5.54666666666667	0.93976	0.94908
reads	500000	lower	8	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78863	0.58201	0.80518	0.74597	6051	22	12907.2133333333	46.76	0.73721	0.80279
molecules	500000	lower	8	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78758	0.56104	0.81766	0.72326	6051	22	2065.06666666667	5.76	0.94273	0.95027
reads	500000	lower	9	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.79527	0.52835	0.80689	0.71772	6051	22	12842.1333333333	48.6133333333333	0.73806	0.80454
molecules	500000	lower	9	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.79181	0.53025	0.81728	0.68403	6050	22	2038.93333333333	5.64	0.94257	0.94966
reads	500000	lower	10	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78796	0.55433	0.80429	0.73601	6050	22	12806.7733333333	49.5333333333333	0.73752	0.80268
molecules	500000	lower	10	75	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.78717	0.53127	0.81678	0.71862	6050	22	2030.17333333333	5.69333333333333	0.94196	0.94949
reads	500000	upper	1	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.89974	0.9893	0.85671	0.98419	6101	22	208142.853333333	4545.50666666667	0.9286	0.91188
molecules	500000	upper	1	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.91845	0.9919	0.88124	0.98871	6101	22	28803.5333333333	541.8	0.98662	0.97828
reads	500000	upper	2	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90192	0.98998	0.85839	0.98984	6101	22	209002.106666667	4385.53333333333	0.92992	0.91289
molecules	500000	upper	2	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.91979	0.9921	0.88252	0.98871	6101	22	29282.0133333333	539.226666666667	0.98682	0.97887
reads	500000	upper	3	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90249	0.98863	0.86003	0.98871	6101	22	209420.36	4491.26666666667	0.93015	0.91367
molecules	500000	upper	3	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.92006	0.9913	0.88365	0.99209	6101	22	29175.12	542.293333333333	0.98685	0.97906
reads	500000	upper	4	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90103	0.98765	0.85811	0.98306	6101	22	209492.04	4413.06666666667	0.92913	0.91302
molecules	500000	upper	4	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.9191	0.99142	0.88229	0.98871	6101	22	29215.6266666667	539.186666666667	0.98697	0.97921
reads	500000	upper	5	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90093	0.98758	0.85757	0.9808	6101	22	208080.333333333	4550.85333333333	0.92971	0.91302
molecules	500000	upper	5	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.91901	0.9914	0.88189	0.98871	6101	22	28765	543.866666666667	0.98671	0.9785
reads	500000	upper	6	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90146	0.98971	0.85885	0.98306	6101	22	209388.96	4500.88	0.92984	0.91325
molecules	500000	upper	6	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.91932	0.99205	0.88214	0.98758	6101	22	29102.3466666667	544.013333333333	0.98691	0.9788
reads	500000	upper	7	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90371	0.98855	0.86111	0.98193	6101	22	209170.653333333	4454.78666666667	0.93121	0.91451
molecules	500000	upper	7	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.92062	0.99177	0.88395	0.98758	6101	22	29123.0266666667	540.693333333333	0.98672	0.9785
reads	500000	upper	8	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90211	0.98713	0.85927	0.98193	6101	22	209846.4	4367.26666666667	0.93097	0.91432
molecules	500000	upper	8	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.92003	0.99136	0.88334	0.98758	6101	22	29361.0266666667	537.88	0.98713	0.97949
reads	500000	upper	9	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90072	0.9903	0.85708	0.98645	6101	22	208711.413333333	4439	0.92973	0.91208
molecules	500000	upper	9	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.9188	0.99198	0.88144	0.98871	6101	22	29103.84	540.08	0.9868	0.97862
reads	500000	upper	10	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.90124	0.98625	0.85818	0.97967	6101	22	209135.88	4500.10666666667	0.93005	0.91309
molecules	500000	upper	10	75	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.91928	0.99104	0.88219	0.98955	6101	22	29011.6666666667	541.2	0.98701	0.97934
reads	1500000	all	1	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.82184	0.80731	0.8777	0.87596	10950	36	726671	8466.4	0.74992	0.82094
reads	1500000	all	1	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78779	0.87943	0.83427	0.90662	10694	37	707303.8	11705	0.74534	0.81381
molecules	1500000	all	1	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.87595	0.91159	0.90362	0.92355	10949	36	54360	712	0.88757	0.85785
molecules	1500000	all	1	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.84995	0.93299	0.8719	0.93342	10694	36	43512.6	720.4	0.88063	0.85037
reads	1500000	all	2	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.79556	0.86598	0.84806	0.91055	10677	37	689775.8	13659.8	0.74143	0.80794
reads	1500000	all	2	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78552	0.87113	0.83139	0.8776	10744	37	696480	11355	0.74142	0.81116
molecules	1500000	all	2	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85815	0.91823	0.88748	0.93399	10677	37	44045	781.2	0.89508	0.85464
molecules	1500000	all	2	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.85115	0.94725	0.87189	0.939	10743	37	44424.6	725	0.88177	0.85491
reads	1500000	all	3	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.81133	0.82839	0.86063	0.84794	10954	36	675594	11830.4	0.75154	0.81791
reads	1500000	all	3	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.77838	0.84719	0.82531	0.88158	10721	37	704094	12989.2	0.73789	0.80907
molecules	1500000	all	3	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.86915	0.90405	0.89564	0.90524	10954	36	50847	745.2	0.90416	0.86873
molecules	1500000	all	3	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.84645	0.93137	0.86962	0.92966	10721	35	43072	747.2	0.87636	0.85062
reads	1500000	all	4	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.79765	0.83579	0.84653	0.9267	10671	40	659389.6	13068.8	0.73653	0.80621
reads	1500000	all	4	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78586	0.93048	0.8247	0.93772	10678	40	647982.8	14782.6	0.77171	0.82175
molecules	1500000	all	4	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.86073	0.92099	0.88625	0.93108	10671	40	42415.6	743.6	0.89592	0.85492
molecules	1500000	all	4	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.85029	0.96188	0.87225	0.96684	10677	40	43094.4	766.4	0.89895	0.8597
reads	1500000	all	5	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.81561	0.79434	0.87145	0.83953	10969	37	711035.4	10107	0.75145	0.81916
reads	1500000	all	5	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78739	0.91883	0.82917	0.91927	10673	36	669458.8	12150.8	0.75353	0.81471
molecules	1500000	all	5	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.8703	0.89385	0.89933	0.91799	10969	37	50878.4	763.8	0.89201	0.85452
molecules	1500000	all	5	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.85001	0.96025	0.87111	0.95065	10672	36	42853.2	731.4	0.88867	0.85714
reads	1500000	all	6	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.81179	0.84162	0.85873	0.93081	10846	37	690031.8	12084.6	0.74399	0.81281
reads	1500000	all	6	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.78739	0.88342	0.82736	0.9169	10688	37	660804.2	14313.8	0.76723	0.82135
molecules	1500000	all	6	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.87271	0.90327	0.89762	0.93012	10846	37	48000.4	743	0.90706	0.8672
molecules	1500000	all	6	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.85277	0.93587	0.87534	0.93694	10688	37	43664.4	780.6	0.90203	0.86547
reads	1500000	all	7	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.77651	0.84995	0.8233	0.89717	10449	33	633563.4	17368.4	0.72556	0.7933
reads	1500000	all	7	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.79015	0.88392	0.83856	0.86952	10676	38	705719.4	11424.8	0.75101	0.82361
molecules	1500000	all	7	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.84741	0.93224	0.87184	0.93596	10449	33	36495.2	785.6	0.8751	0.83941
molecules	1500000	all	7	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.84947	0.94556	0.87327	0.90395	10676	38	43843.4	717.4	0.88603	0.85348
reads	1500000	all	8	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.80185	0.89814	0.85056	0.91232	10995	39	640054	12344.8	0.77047	0.81911
reads	1500000	all	8	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.76308	0.90262	0.80001	0.90815	10512	37	595404.6	16629	0.7528	0.80725
molecules	1500000	all	8	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.86518	0.92742	0.89194	0.90137	10994	39	49059.4	744.2	0.91389	0.86937
molecules	1500000	all	8	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.83633	0.94521	0.85863	0.94275	10512	37	38074.2	804.6	0.88523	0.84983
reads	1500000	all	9	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.79408	0.78936	0.84329	0.86669	10730	36	659207.8	15844.4	0.74348	0.80789
reads	1500000	all	9	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.77965	0.88452	0.82498	0.88042	10516	30	664647.6	12978.2	0.74987	0.81721
molecules	1500000	all	9	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.85986	0.88843	0.88773	0.89575	10730	36	43044.6	780	0.89812	0.85486
molecules	1500000	all	9	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.84225	0.92868	0.86464	0.90564	10515	29	39875	701.6	0.88156	0.8498
reads	1500000	all	10	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.81084	0.82833	0.86305	0.88319	10815	39	692920.6	12624.2	0.7534	0.81971
reads	1500000	all	10	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.77749	0.8426	0.81964	0.90226	10582	34	676208.4	15796.2	0.74263	0.80739
molecules	1500000	all	10	5	NA19098	r1	0	1	12192	12192	43	43	85	85	0.87062	0.92439	0.89602	0.95816	10815	39	46403.6	737.4	0.90084	0.86139
molecules	1500000	all	10	5	NA19098	r3	0	1	12192	12192	43	43	57	57	0.84281	0.91013	0.86587	0.89404	10581	34	41371	771.8	0.88644	0.85196
reads	1500000	lower	1	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.55658	0.08124	0.59717	0.18589	4868	15	38606.2	94	0.55917	0.5865
reads	1500000	lower	1	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.52521	0.38796	0.56486	0.47796	4624	16	44030.2	87.4	0.56901	0.6144
molecules	1500000	lower	1	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.58294	0.29178	0.64933	0.44352	4867	15	3587.6	7.2	0.6771	0.67606
molecules	1500000	lower	1	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.55566	0.43311	0.61868	0.53706	4624	15	3260.2	6.2	0.68955	0.68636
reads	1500000	lower	2	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.5091	0.35299	0.54351	0.4399	4603	16	40142	150	0.5382	0.5726
reads	1500000	lower	2	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.53192	0.50133	0.56688	0.46362	4676	16	46219.6	125.8	0.57842	0.62123
molecules	1500000	lower	2	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.53055	0.30028	0.59824	0.50566	4603	16	3026.4	6.4	0.65432	0.65742
molecules	1500000	lower	2	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.56694	0.64435	0.62518	0.66518	4675	16	3412.4	9.2	0.69356	0.69553
reads	1500000	lower	3	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.55313	-0.06206	0.58388	0.03795	4881	15	39796	47.8	0.5666	0.59833
reads	1500000	lower	3	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.50726	0.24815	0.54428	0.24352	4649	16	46591	103.6	0.55673	0.60145
molecules	1500000	lower	3	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.58142	0.19286	0.64551	0.30304	4881	15	3590.6	6.2	0.6767	0.68086
molecules	1500000	lower	3	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.54366	0.46286	0.60766	0.49658	4649	14	3316.8	6.8	0.68485	0.68049
reads	1500000	lower	4	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.5084	0.1964	0.53974	0.53396	4601	19	37665	173.4	0.53245	0.57032
reads	1500000	lower	4	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.5177	0.73517	0.54808	0.72229	4611	19	43428	145.8	0.57338	0.61741
molecules	1500000	lower	4	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.54042	0.33814	0.60211	0.54497	4601	19	2887.8	9.2	0.64191	0.64497
molecules	1500000	lower	4	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.55425	0.71228	0.61184	0.78365	4610	19	3299.6	9.6	0.70524	0.69239
reads	1500000	lower	5	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.54537	-0.10452	0.58444	0.02827	4887	16	40127.2	75.6	0.55381	0.58462
reads	1500000	lower	5	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.52529	0.6448	0.55302	0.53826	4601	15	42935.8	83.8	0.57839	0.62243
molecules	1500000	lower	5	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.56185	0.16576	0.63086	0.44685	4887	16	3512	8.2	0.65435	0.66005
molecules	1500000	lower	5	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.56279	0.7043	0.61869	0.68562	4600	15	3292	7.4	0.70579	0.69937
reads	1500000	lower	6	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.55727	0.39576	0.5873	0.68268	4770	16	40280	191.4	0.55646	0.59142
reads	1500000	lower	6	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.53404	0.58591	0.56261	0.5917	4614	16	45099.8	206	0.57494	0.61979
molecules	1500000	lower	6	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.59013	0.28771	0.65247	0.5021	4770	16	3335.4	9.2	0.68065	0.68726
molecules	1500000	lower	6	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.56716	0.52614	0.62768	0.62256	4614	16	3349.2	9.6	0.7059	0.69949
reads	1500000	lower	7	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.4625	0.47251	0.4966	0.44954	4388	12	37437.8	236.8	0.4964	0.54828
reads	1500000	lower	7	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.52487	0.41828	0.56092	0.305	4608	17	42899.8	91.8	0.58143	0.62541
molecules	1500000	lower	7	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.49961	0.55743	0.55476	0.62339	4388	12	2482	8.2	0.6184	0.62685
molecules	1500000	lower	7	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.54721	0.58155	0.60762	0.50082	4608	17	3253.6	7.6	0.68522	0.68545
reads	1500000	lower	8	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.54348	0.5056	0.56558	0.51407	4916	18	42773.2	103	0.55424	0.58036
reads	1500000	lower	8	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.48243	0.57056	0.5219	0.52113	4464	16	42404.6	120.4	0.55772	0.61364
molecules	1500000	lower	8	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.56635	0.47808	0.62166	0.47694	4915	18	3637.2	7.6	0.66173	0.66569
molecules	1500000	lower	8	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.52775	0.57232	0.59234	0.63451	4464	16	2982	8.2	0.69813	0.68853
reads	1500000	lower	9	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.51061	0.0721	0.54222	0.2901	4660	15	40602.4	164.8	0.53643	0.57272
reads	1500000	lower	9	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.50303	0.40593	0.53759	0.31682	4457	9	41519.2	51.4	0.56717	0.61692
molecules	1500000	lower	9	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.53996	0.15822	0.60144	0.36961	4660	15	3037.8	8	0.63455	0.64533
molecules	1500000	lower	9	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.53494	0.50774	0.59671	0.52969	4456	9	2990.2	5.2	0.68817	0.68941
reads	1500000	lower	10	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.53561	0.24812	0.56596	0.39677	4733	18	38537.8	162.2	0.55055	0.58353
reads	1500000	lower	10	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.49187	0.27369	0.52547	0.31113	4517	13	42825.8	121.2	0.55264	0.60073
molecules	1500000	lower	10	5	NA19098	r1	0	0.5	12192	6099	43	22	85	85	0.56591	0.37769	0.62405	0.71349	4733	18	3133.8	8.8	0.65515	0.66257
molecules	1500000	lower	10	5	NA19098	r3	0	0.5	12192	6096	43	22	57	57	0.53055	0.27357	0.59524	0.27374	4516	13	3079.2	7.4	0.68435	0.68076
reads	1500000	upper	1	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.82344	0.84836	0.81399	0.97628	6090	21	688178.8	8372.4	0.72786	0.72378
reads	1500000	upper	1	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.72233	0.971	0.72637	0.96293	6070	23	663273.6	11640.6	0.69899	0.72456
molecules	1500000	upper	1	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.88496	0.94334	0.85395	0.98984	6090	21	50784.2	704.8	0.83281	0.7676
molecules	1500000	upper	1	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.82095	0.97779	0.77906	0.97451	6070	23	40252.4	715.4	0.82701	0.75945
reads	1500000	upper	2	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77603	0.97628	0.78334	0.96922	6082	22	649711.4	13545.6	0.7042	0.72066
reads	1500000	upper	2	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.72201	0.92655	0.72538	0.95798	6068	23	650260.4	11255.6	0.69732	0.72834
molecules	1500000	upper	2	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.87037	0.98579	0.83697	0.98389	6082	22	41025.8	775.8	0.85974	0.77641
molecules	1500000	upper	2	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.81896	0.96487	0.78132	0.95698	6068	23	41012.2	718.2	0.8253	0.77004
reads	1500000	upper	3	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.7961	0.90114	0.79899	0.95935	6081	22	635874.4	11782.8	0.72638	0.74195
reads	1500000	upper	3	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.71086	0.94366	0.71807	0.97084	6072	23	657503	12927.4	0.68629	0.73139
molecules	1500000	upper	3	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.86854	0.97615	0.83942	0.9743	6081	22	47264.6	739.2	0.86792	0.80314
molecules	1500000	upper	3	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.81972	0.9707	0.77841	0.97107	6072	23	39755.2	742.6	0.81706	0.76651
reads	1500000	upper	4	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.77599	0.97833	0.78454	0.97516	6078	22	621800	12908	0.68231	0.71454
reads	1500000	upper	4	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.72058	0.92863	0.72384	0.93475	6067	23	604554.8	14649.6	0.75393	0.76582
molecules	1500000	upper	4	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.87087	0.98576	0.84051	0.9774	6078	22	39535.6	735.2	0.86397	0.78444
molecules	1500000	upper	4	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.82519	0.97056	0.78633	0.97428	6067	23	39794.8	758	0.86813	0.78756
reads	1500000	upper	5	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.82259	0.93747	0.81564	0.97741	6090	22	670995	10040.8	0.73918	0.73136
reads	1500000	upper	5	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.71661	0.96931	0.71622	0.9654	6072	23	626523	12085.2	0.70957	0.72595
molecules	1500000	upper	5	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.88533	0.98642	0.85189	0.98362	6090	22	47377	756.4	0.85077	0.77888
molecules	1500000	upper	5	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.81285	0.97419	0.76673	0.96438	6072	23	39561.2	726.2	0.84076	0.77114
reads	1500000	upper	6	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.78615	0.96005	0.78723	0.94805	6084	22	649831	11929.6	0.70664	0.71858
reads	1500000	upper	6	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70847	0.85336	0.71382	0.94958	6074	22	615704.4	14133.4	0.74784	0.75944
molecules	1500000	upper	6	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.87213	0.9839	0.84052	0.98305	6084	22	44673	735	0.87729	0.79871
molecules	1500000	upper	6	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.82132	0.94375	0.78076	0.97379	6074	22	40315.2	771.8	0.87293	0.79892
reads	1500000	upper	7	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.73262	0.96003	0.75991	0.9729	6069	22	596242.8	17138	0.65654	0.70662
reads	1500000	upper	7	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.7281	0.8887	0.7389	0.96885	6068	23	662819.6	11345.6	0.70524	0.74842
molecules	1500000	upper	7	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.85374	0.96922	0.82222	0.98447	6069	22	34021	778	0.82472	0.75415
molecules	1500000	upper	7	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.82567	0.96876	0.7871	0.9646	6068	23	40589.8	711	0.83948	0.77298
reads	1500000	upper	8	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.78372	0.8984	0.77601	0.95935	6087	22	597357	12242.4	0.78476	0.76444
reads	1500000	upper	8	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.66604	0.90657	0.68771	0.96045	6048	23	553000	16512.6	0.69628	0.73639
molecules	1500000	upper	8	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.86798	0.9531	0.83258	0.96978	6087	22	45430	737	0.89444	0.82327
molecules	1500000	upper	8	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.80036	0.97371	0.7649	0.97998	6048	23	35092.2	797.4	0.84624	0.76994
reads	1500000	upper	9	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.76858	0.93299	0.77384	0.97516	6078	22	618689.2	15695.4	0.71084	0.7245
reads	1500000	upper	9	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.70341	0.87277	0.72605	0.94957	6059	22	623128.4	12929	0.69537	0.73976
molecules	1500000	upper	9	5	NA19098	r1	0.5	1	12192	6101	43	22	85	85	0.86732	0.97585	0.83336	0.99181	6078	22	40016.6	772.8	0.86935	0.79234
molecules	1500000	upper	9	5	NA19098	r3	0.5	1	12192	6096	43	23	57	57	0.81115	0.92558	0.77248	0.97774	6059	21	36884.8	697.4	0.83329	0.76912
