type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
molecules	50000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.55469	0.32767	0.60335	0.55035	4320	16	792.533333333333	2.66666666666667	0.65397	0.6691
reads	50000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.81144	0.96672	0.78264	0.96951	6052	22	20077.2	482.933333333333	0.86882	0.82063
molecules	50000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83885	0.97675	0.80634	0.97571	6052	22	11562.5333333333	261.2	0.92212	0.87005
reads	250000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.8468	0.91377	0.88547	0.9355	11294	42	106906.333333333	2404.06666666667	0.85409	0.8713
molecules	250000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88445	0.95419	0.90806	0.95085	11294	42	23506.5333333333	461	0.94381	0.92383
reads	250000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.59833	0.40522	0.63673	0.6099	5201	21	6629.66666666667	26	0.60546	0.63343
molecules	250000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.62365	0.52244	0.68268	0.65279	5201	21	1572.13333333333	4.6	0.74249	0.75388
reads	250000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83685	0.98234	0.79764	0.97374	6093	22	100276.666666667	2380	0.86815	0.84119
molecules	250000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87607	0.98828	0.83314	0.98164	6093	22	21934.4	456.8	0.93901	0.89082
reads	500000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84292	0.91297	0.88919	0.94107	11515	42	213897.533333333	4811.93333333333	0.82762	0.87504
molecules	500000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88911	0.95974	0.91251	0.962	11514	42	28519.6666666667	547.666666666667	0.94936	0.93024
reads	500000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.60751	0.47015	0.64877	0.66008	5421	21	13249.4	56.6666666666667	0.60386	0.64118
molecules	500000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.63793	0.59316	0.69921	0.7322	5420	21	1954.8	5.8	0.77135	0.779
reads	500000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83956	0.98405	0.79992	0.9729	6094	22	200648.133333333	4760.13333333333	0.8688	0.84493
molecules	500000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87983	0.98608	0.8354	0.98108	6094	22	26564.8666666667	542.266666666667	0.94218	0.89557
reads	1500000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.83679	0.8972	0.89137	0.94292	11796	42	641632	14432.8666666667	0.78445	0.87735
molecules	1500000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89504	0.95986	0.91796	0.96569	11795	42	41750.8	783	0.9567	0.93885
reads	1500000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.61457	0.45451	0.65604	0.65217	5700	21	39728.4	169.2	0.59152	0.64722
molecules	1500000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.65427	0.63134	0.72191	0.7764	5699	21	2976.6	8.66666666666667	0.81092	0.81009
reads	1500000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84222	0.98428	0.80126	0.97403	6096	22	601903.6	14278	0.86728	0.84602
molecules	1500000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88457	0.98532	0.83986	0.97769	6096	22	38774.2	775.066666666667	0.94531	0.90363
reads	4000000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.85243	0.94332	0.90306	0.95492	12033	43	1847568.73333333	29761.7333333333	0.7672	0.89183
molecules	4000000	all	3	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.90719	0.97172	0.92504	0.96714	12033	43	69854.2666666667	1212	0.96254	0.95132
reads	4000000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.65518	0.68572	0.69276	0.79379	5937	22	110346.6	299.8	0.60835	0.68342
molecules	4000000	lower	3	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.69315	0.74214	0.75595	0.81134	5937	22	5191.8	14.3333333333333	0.85866	0.85332
reads	4000000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.85174	0.97124	0.81146	0.97064	6096	22	1737222.13333333	29485.4	0.87021	0.85827
molecules	4000000	upper	3	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.88662	0.9851	0.84246	0.97628	6096	22	64662.4666666667	1198.53333333333	0.94701	0.91712
reads	50000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84702	0.91	0.86705	0.92679	10442	37	22312.5333333333	453.266666666667	0.89469	0.86178
molecules	50000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.86265	0.92346	0.88251	0.93399	10442	37	13128.6	244.2	0.92533	0.90591
reads	50000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.55121	0.33987	0.5891	0.51826	4386	16	1354.8	5.26666666666667	0.57618	0.62796
molecules	50000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.56277	0.34263	0.61306	0.53848	4386	16	830.6	2.8	0.68266	0.69441
reads	50000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.81557	0.98114	0.78297	0.96413	6056	22	20957.7333333333	448.6	0.87693	0.82438
molecules	50000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84061	0.98956	0.80632	0.97485	6056	22	12298	241.733333333333	0.92455	0.87142
reads	250000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.85225	0.9406	0.88892	0.96024	11321	41	111674	2275.26666666667	0.86448	0.87624
molecules	250000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88905	0.96156	0.91241	0.96327	11321	41	25557.2666666667	446	0.9505	0.93275
reads	250000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.61368	0.62215	0.64933	0.75997	5228	20	6781.13333333333	24.5333333333333	0.62936	0.65546
molecules	250000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.64196	0.62001	0.70155	0.74761	5228	20	1689.06666666667	4.33333333333333	0.77133	0.78266
reads	250000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83997	0.98503	0.79848	0.95935	6093	22	104892.866666667	2254.26666666667	0.87656	0.84493
molecules	250000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87699	0.99086	0.83356	0.97628	6093	22	23868.2	442.266666666667	0.94707	0.9055
reads	500000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84765	0.95199	0.89212	0.96144	11524	43	223464.333333333	4521.4	0.83985	0.879
molecules	500000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89103	0.97429	0.91573	0.97123	11524	43	30893.9333333333	531.266666666667	0.95584	0.93817
reads	500000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.61831	0.6803	0.65601	0.76658	5429	22	13522.4666666667	49.1333333333333	0.62771	0.65838
molecules	500000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.64595	0.74348	0.71112	0.80261	5429	22	2112.13333333333	5.33333333333333	0.79503	0.80169
reads	500000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84416	0.98626	0.79999	0.96131	6095	22	209941.866666667	4479.53333333333	0.87682	0.8474
molecules	500000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88191	0.9926	0.83746	0.9808	6095	22	28781.8	526.6	0.95043	0.91082
reads	1500000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84158	0.93365	0.89394	0.95734	11809	43	670221.133333333	13544.1333333333	0.79905	0.88135
molecules	1500000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89626	0.97121	0.91922	0.96249	11809	43	44018.4	761.133333333333	0.96152	0.94448
reads	1500000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.62376	0.61621	0.66099	0.73616	5713	22	40409.6	149.4	0.61361	0.66115
molecules	1500000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.66144	0.70264	0.72883	0.7422	5713	22	3144.8	7.66666666666667	0.82738	0.82608
reads	1500000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84589	0.98618	0.80125	0.9616	6096	22	629811.533333333	13417.4666666667	0.87823	0.85202
molecules	1500000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88269	0.99065	0.83781	0.98277	6096	22	40873.6	754.133333333333	0.95267	0.91656
reads	4000000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.84849	0.93449	0.89782	0.9479	12038	43	1818423.26666667	29528.4	0.76355	0.88841
molecules	4000000	all	4	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.90673	0.97757	0.92305	0.97766	12038	43	69262.3333333333	1181.4	0.96479	0.95293
reads	4000000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.65137	0.58554	0.68918	0.70525	5942	22	110992.4	304.8	0.60833	0.6847
molecules	4000000	lower	4	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.69825	0.79361	0.7588	0.85669	5942	22	5237.13333333333	13.3333333333333	0.87056	0.86263
reads	4000000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.84068	0.98261	0.79699	0.9729	6096	22	1707430.86666667	29256.5333333333	0.86671	0.85049
molecules	4000000	upper	4	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.8802	0.98949	0.83574	0.97741	6096	22	64025.2	1169.33333333333	0.95141	0.92321
reads	50000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.82954	0.95428	0.84766	0.94517	10286	35	20174.4	521.6	0.88349	0.84795
molecules	50000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84857	0.97161	0.86652	0.96768	10286	35	11322.5333333333	266.8	0.91811	0.89587
reads	50000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.51889	0.73142	0.55255	0.74216	4244	14	1298.2	4.6	0.55626	0.60354
molecules	50000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.53223	0.77168	0.57761	0.82148	4244	14	757.266666666667	2.13333333333333	0.66146	0.66533
reads	50000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.78671	0.96263	0.75536	0.96667	6042	22	18876.2	517.2	0.86422	0.81021
molecules	50000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.82044	0.98299	0.78314	0.97458	6042	22	10565.2666666667	264.8	0.92128	0.86741
reads	250000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.83359	0.93109	0.87135	0.95531	11244	35	100775.2	2619.26666666667	0.85154	0.86446
molecules	250000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.87558	0.96946	0.89862	0.9768	11244	35	21534.4	451.333333333333	0.94435	0.92474
reads	250000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.5785	0.75594	0.61408	0.77258	5156	14	6537.33333333333	24.6	0.61345	0.6369
molecules	250000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.60993	0.80491	0.66926	0.87664	5156	14	1504	4.13333333333333	0.75868	0.76129
reads	250000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.80924	0.97658	0.76878	0.97177	6088	22	94237.8666666667	2596.53333333333	0.85949	0.82769
molecules	250000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.857	0.98903	0.81125	0.98078	6088	22	20030.4	447.666666666667	0.94106	0.8933
reads	500000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.82991	0.92603	0.87507	0.97127	11480	37	201692.4	5218.53333333333	0.82662	0.86777
molecules	500000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88179	0.97106	0.90423	0.97826	11480	37	26394.3333333333	533.933333333333	0.94976	0.93026
reads	500000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.58865	0.78991	0.62355	0.84627	5389	16	13068.8	53	0.61574	0.64477
molecules	500000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.62838	0.83223	0.68822	0.88852	5389	16	1892.46666666667	5.53333333333333	0.78249	0.7823
reads	500000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.81307	0.97937	0.77203	0.97064	6091	22	188623.6	5170.06666666667	0.85944	0.83113
molecules	500000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.8636	0.9857	0.81688	0.97516	6091	22	24501.8666666667	528.866666666667	0.9436	0.8981
reads	1500000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.82475	0.91341	0.87697	0.96949	11801	40	604961.6	15634.1333333333	0.7846	0.86972
molecules	1500000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89028	0.96213	0.91093	0.9779	11801	40	39635.2	779.666666666667	0.95651	0.93848
reads	1500000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.59838	0.753	0.63068	0.82796	5708	19	39193.9333333333	153.2	0.60732	0.65168
molecules	1500000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.65164	0.72791	0.71294	0.86452	5708	19	2939.4	8.26666666666667	0.82118	0.81841
reads	1500000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.81348	0.97989	0.7738	0.97064	6093	22	565767.666666667	15494.5333333333	0.85528	0.83192
molecules	1500000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.86934	0.99015	0.82314	0.9856	6093	22	36695.8	772.2	0.94494	0.90446
reads	4000000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.85582	0.89604	0.90251	0.92465	12040	42	1885217.6	28469.1333333333	0.76842	0.89108
molecules	4000000	all	5	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.91082	0.96042	0.92635	0.96676	12040	42	72053.6666666667	1182.8	0.96261	0.95188
reads	4000000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.66209	0.37394	0.69527	0.49294	5944	21	111597.266666667	251.333333333333	0.60534	0.68589
molecules	4000000	lower	5	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.7096	0.66817	0.76598	0.79027	5944	21	5359.13333333333	13.4	0.85969	0.85658
reads	4000000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.85476	0.97774	0.80639	0.9729	6096	22	1773620.33333333	28236.3333333333	0.87658	0.85293
molecules	4000000	upper	5	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.8874	0.98311	0.84239	0.97656	6096	22	66694.5333333333	1170.6	0.94763	0.92018
reads	50000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.8444	0.9452	0.86478	0.92065	10405	38	22078.4666666667	464.933333333333	0.8885	0.8601
molecules	50000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.86155	0.95741	0.88125	0.93199	10405	38	12641.4666666667	246.466666666667	0.92426	0.9044
reads	50000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.55121	0.57291	0.59168	0.52162	4357	17	1385.93333333333	4.66666666666667	0.57343	0.62275
molecules	50000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.56577	0.61758	0.61901	0.58453	4357	17	821.266666666667	2.33333333333333	0.67353	0.68976
reads	50000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.80772	0.97842	0.77619	0.96188	6048	22	20692.5333333333	461.066666666667	0.86613	0.81844
molecules	50000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83599	0.98155	0.80232	0.96838	6048	22	11820.2	244.533333333333	0.92112	0.87205
reads	250000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84839	0.92958	0.88487	0.92901	11314	41	110372.666666667	2341.33333333333	0.85307	0.87356
molecules	250000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88578	0.95723	0.90791	0.95139	11314	41	24022.4666666667	441.666666666667	0.94774	0.92987
reads	250000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.60999	0.55237	0.64834	0.58072	5221	20	6942.06666666667	24.4	0.62654	0.65402
molecules	250000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.63539	0.60763	0.69228	0.69488	5221	20	1635.93333333333	4.73333333333333	0.7674	0.77883
reads	250000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83133	0.97676	0.79141	0.9616	6093	22	103430.6	2321.13333333333	0.86138	0.83919
molecules	250000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87178	0.98816	0.83089	0.98306	6093	22	22386.5333333333	437.533333333333	0.94148	0.89966
reads	500000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84457	0.92911	0.88868	0.93475	11524	42	220778.133333333	4692.26666666667	0.82814	0.87745
molecules	500000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.88969	0.96842	0.91175	0.96557	11524	42	29144	531.933333333333	0.95267	0.9346
reads	500000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.61904	0.55504	0.66077	0.59412	5430	21	13838.2666666667	50.3333333333333	0.62586	0.66208
molecules	500000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.6478	0.71682	0.70526	0.79621	5430	21	2039.46666666667	6	0.78994	0.7962
reads	500000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83268	0.97634	0.79391	0.96499	6094	22	206939.866666667	4649.6	0.85916	0.84187
molecules	500000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87591	0.98751	0.83488	0.9808	6094	22	27104.5333333333	526.533333333333	0.94466	0.90324
reads	1500000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.83937	0.91837	0.89081	0.93029	11818	43	662014.666666667	14092.8666666667	0.78485	0.87819
molecules	1500000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89697	0.96657	0.91752	0.95865	11818	43	42452.1333333333	769.933333333333	0.95928	0.94303
reads	1500000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.62709	0.4675	0.66825	0.54921	5723	22	41508.4	149.266666666667	0.61021	0.66393
molecules	1500000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.66905	0.68928	0.73196	0.73812	5723	22	3093.4	8.86666666666667	0.82686	0.83035
reads	1500000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.83448	0.9763	0.79471	0.96838	6095	22	620506.266666667	13966.7333333333	0.85564	0.84229
molecules	1500000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87912	0.98501	0.83505	0.9808	6095	22	39358.7333333333	761.8	0.94723	0.90987
reads	4000000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.85499	0.93234	0.90338	0.93861	12026	43	1883749.2	28379.9333333333	0.7736	0.89627
molecules	4000000	all	6	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.90852	0.97488	0.9245	0.9703	12026	43	72608.9333333333	1213.33333333333	0.96681	0.95497
reads	4000000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.66309	0.62081	0.69813	0.62768	5930	22	111255.866666667	263.666666666667	0.61098	0.69235
molecules	4000000	lower	6	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.70595	0.79654	0.76209	0.84587	5930	22	5452.66666666667	13.0666666666667	0.87007	0.86652
reads	4000000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.84725	0.97806	0.80653	0.96499	6096	22	1772493.33333333	28165.6	0.87456	0.86299
molecules	4000000	upper	6	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.88273	0.98218	0.8378	0.97177	6096	22	67156.2666666667	1202.13333333333	0.95472	0.92667
reads	50000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84869	0.94707	0.8681	0.94933	10463	34	22700	431.133333333333	0.89189	0.8583
molecules	50000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.86672	0.95862	0.88611	0.95928	10463	34	13433	243.4	0.92306	0.90438
reads	50000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.55778	0.6843	0.59027	0.672	4413	13	1359.66666666667	4.73333333333333	0.56344	0.61135
molecules	50000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.57345	0.68262	0.61997	0.72542	4413	13	823.866666666667	2.26666666666667	0.66261	0.6801
reads	50000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.81537	0.97699	0.78277	0.97854	6050	22	21340.3333333333	426.666666666667	0.87468	0.82079
molecules	50000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84339	0.98285	0.80958	0.97429	6050	22	12609.1333333333	241.4	0.92206	0.87348
reads	250000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.85907	0.91095	0.89063	0.95158	11391	39	113426.733333333	2168.66666666667	0.86063	0.87438
molecules	250000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89549	0.94941	0.91417	0.96297	11391	39	26144.2666666667	443.333333333333	0.94579	0.92941
reads	250000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.63032	0.57887	0.65523	0.75001	5297	18	6780	28	0.61566	0.64135
molecules	250000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.66145	0.60336	0.70823	0.76248	5297	18	1684.2	4.93333333333333	0.76198	0.77252
reads	250000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84208	0.97837	0.7964	0.95596	6094	22	106646.733333333	2143.6	0.87262	0.83776
molecules	250000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88019	0.98804	0.8357	0.97684	6094	22	24460.0666666667	439.2	0.93781	0.89224
reads	500000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.85529	0.89715	0.89399	0.95265	11571	40	227017.533333333	4340	0.83638	0.87747
molecules	500000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89817	0.95111	0.91718	0.96828	11571	40	31508.6666666667	528	0.95145	0.93464
reads	500000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.63943	0.53954	0.66659	0.75997	5475	19	13581.0666666667	55.5333333333333	0.6192	0.651
molecules	500000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.67032	0.60908	0.72025	0.79776	5475	19	2096.2	6	0.79015	0.79397
reads	500000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84545	0.97739	0.79896	0.95935	6096	22	213436.466666667	4291.4	0.87191	0.83952
molecules	500000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.8843	0.98985	0.83833	0.97854	6096	22	29412.4666666667	522.933333333333	0.94211	0.89751
reads	1500000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84923	0.87841	0.89657	0.95269	11846	41	680526	13006.8	0.79499	0.87937
molecules	1500000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.90149	0.94694	0.92144	0.96628	11845	41	44567.8	751.266666666667	0.95722	0.94096
reads	1500000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.6419	0.52061	0.67525	0.74866	5750	20	40630.5333333333	161.266666666667	0.60428	0.65595
molecules	1500000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.6769	0.57446	0.74117	0.78259	5749	20	3118.06666666667	8.2	0.82189	0.82189
reads	1500000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84809	0.97799	0.80029	0.95822	6096	22	639895.466666667	12864.9333333333	0.87212	0.8395
molecules	1500000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88597	0.98877	0.84152	0.97854	6096	22	41449.7333333333	744.133333333333	0.94377	0.9037
reads	4000000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.84793	0.93603	0.90016	0.95651	12026	43	1807726.06666667	30593.6666666667	0.76119	0.88769
molecules	4000000	all	7	15	NA19098	NA	0	1	12192	12192	43	43	142	112	0.90655	0.96325	0.92471	0.96665	12025	43	69702.7333333333	1190.66666666667	0.96134	0.95155
reads	4000000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.64353	0.70477	0.6814	0.74576	5930	22	107340	258.4	0.59656	0.67013
molecules	4000000	lower	7	15	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.69185	0.64803	0.75463	0.78981	5929	22	5216.46666666667	11.2	0.86487	0.86187
reads	4000000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.84808	0.97643	0.80369	0.96499	6096	22	1700386.06666667	30375	0.86692	0.84684
molecules	4000000	upper	7	15	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.88553	0.98452	0.84165	0.976	6096	22	64486.2666666667	1180.66666666667	0.94318	0.91361
reads	50000	all	8	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.84953	0.93514	0.86943	0.94124	10466	38	22393.9333333333	411.4	0.89825	0.86508
molecules	50000	all	8	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.8662	0.94227	0.88568	0.94593	10466	38	13366.8	237.266666666667	0.92476	0.90684
reads	50000	lower	8	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.5591	0.47583	0.5941	0.67307	4401	17	1403.6	4	0.57805	0.62804
molecules	50000	lower	8	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.57273	0.50576	0.61921	0.74654	4401	17	865.266666666667	2.6	0.67288	0.69235
reads	50000	upper	8	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.82216	0.97661	0.78877	0.97966	6065	22	20990.3333333333	407.533333333333	0.88408	0.83178
molecules	50000	upper	8	15	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.84724	0.97913	0.81231	0.97854	6065	22	12501.5333333333	234.8	0.9242	0.8738
reads	250000	all	8	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.85657	0.93774	0.89186	0.9602	11378	41	112001.866666667	2058.6	0.86962	0.88116
molecules	250000	all	8	15	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89183	0.9528	0.91393	0.95538	11377	41	26048.6	431.4	0.94733	0.93091
reads	250000	lower	8	15	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.6273	0.62184	0.65805	0.80373	5289	20	6990.4	24.6	0.63115	0.65761
