individual	replicate	well	rmdup	Assigned	Unassigned_Ambiguity	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Unmapped	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_Chimera	Unassigned_Secondary	Unassigned_Nonjunction	Unassigned_Duplicate
NA19098	r2	F12	molecules	89122	1664	0	64957	0	0	0	0	0	0	0
NA19098	r2	F12	reads	2183312	41793	0	999079	2043931	0	0	0	0	0	0
NA19098	r2	G01	molecules	50567	763	0	35387	0	0	0	0	0	0	0
NA19098	r2	G01	reads	1018289	7654	0	575328	2000133	0	0	0	0	0	0
NA19098	r2	G02	molecules	103778	1814	0	73529	0	0	0	0	0	0	0
NA19098	r2	G02	reads	2217175	36969	0	1171841	2097083	0	0	0	0	0	0
NA19098	r2	G03	molecules	100134	1774	0	69554	0	0	0	0	0	0	0
NA19098	r2	G03	reads	1831285	30577	0	974342	1749293	0	0	0	0	0	0
NA19098	r2	G04	molecules	93803	1732	0	59382	0	0	0	0	0	0	0
NA19098	r2	G04	reads	2221974	43117	0	864545	1762233	0	0	0	0	0	0
NA19098	r2	G05	molecules	53075	856	0	31715	0	0	0	0	0	0	0
NA19098	r2	G05	reads	959150	11807	0	294513	1445236	0	0	0	0	0	0
NA19098	r2	G06	molecules	79947	1336	0	57871	0	0	0	0	0	0	0
NA19098	r2	G06	reads	1990674	33024	0	948222	2031747	0	0	0	0	0	0
NA19098	r2	G07	molecules	82517	1499	0	60492	0	0	0	0	0	0	0
NA19098	r2	G07	reads	1858336	34166	0	951802	1799004	0	0	0	0	0	0
NA19098	r2	G08	molecules	85879	1508	0	61262	0	0	0	0	0	0	0
NA19098	r2	G08	reads	2111211	33820	0	1074122	1975040	0	0	0	0	0	0
NA19098	r2	G09	molecules	73532	1347	0	51130	0	0	0	0	0	0	0
NA19098	r2	G09	reads	2044694	35598	0	941997	1840554	0	0	0	0	0	0
NA19098	r2	G10	molecules	25668	356	0	18417	0	0	0	0	0	0	0
NA19098	r2	G10	reads	348828	1482	0	123626	1100981	0	0	0	0	0	0
NA19098	r2	G11	molecules	57404	944	0	45936	0	0	0	0	0	0	0
NA19098	r2	G11	reads	1464015	20717	0	861547	1746187	0	0	0	0	0	0
NA19098	r2	G12	molecules	136494	2373	0	126309	0	0	0	0	0	0	0
NA19098	r2	G12	reads	1279243	19664	0	1156602	1262616	0	0	0	0	0	0
NA19098	r2	H01	molecules	41449	622	0	26008	0	0	0	0	0	0	0
NA19098	r2	H01	reads	709037	5941	0	313428	1401397	0	0	0	0	0	0
NA19098	r2	H02	molecules	80792	1458	0	50116	0	0	0	0	0	0	0
NA19098	r2	H02	reads	1395796	21053	0	640880	1624035	0	0	0	0	0	0
NA19098	r2	H03	molecules	86617	1521	0	54088	0	0	0	0	0	0	0
NA19098	r2	H03	reads	1601467	23479	0	740229	1939842	0	0	0	0	0	0
NA19098	r2	H04	molecules	82592	1464	0	53560	0	0	0	0	0	0	0
NA19098	r2	H04	reads	2497270	42651	0	954596	2525601	0	0	0	0	0	0
NA19098	r2	H05	molecules	80995	1379	0	51876	0	0	0	0	0	0	0
NA19098	r2	H05	reads	1654684	27640	0	654785	1797712	0	0	0	0	0	0
NA19098	r2	H06	molecules	86965	1595	0	64681	0	0	0	0	0	0	0
NA19098	r2	H06	reads	2519362	42925	0	1261964	2466532	0	0	0	0	0	0
NA19098	r2	H07	molecules	31610	413	0	21078	0	0	0	0	0	0	0
NA19098	r2	H07	reads	670448	4110	0	364749	1437608	0	0	0	0	0	0
NA19098	r2	H08	molecules	40034	587	0	27503	0	0	0	0	0	0	0
NA19098	r2	H08	reads	937487	6726	0	486581	1655402	0	0	0	0	0	0
NA19098	r2	H09	molecules	108995	2034	0	81121	0	0	0	0	0	0	0
NA19098	r2	H09	reads	1700976	29442	0	1015430	1695582	0	0	0	0	0	0
NA19098	r2	H10	molecules	69439	1176	0	44074	0	0	0	0	0	0	0
NA19098	r2	H10	reads	1489718	22166	0	586297	1992420	0	0	0	0	0	0
NA19098	r2	H11	molecules	70951	1279	0	50925	0	0	0	0	0	0	0
NA19098	r2	H11	reads	2066579	34965	0	1024050	2181370	0	0	0	0	0	0
NA19098	r2	H12	molecules	39907	597	0	24600	0	0	0	0	0	0	0
NA19098	r2	H12	reads	969474	9506	0	371556	1532892	0	0	0	0	0	0
NA19098	r3	A01	molecules	115648	2316	0	91213	0	0	0	0	0	0	0
NA19098	r3	A01	reads	2394455	42952	0	1413019	1350114	0	0	0	0	0	0
NA19098	r3	A02	molecules	26743	506	0	18201	0	0	0	0	0	0	0
NA19098	r3	A02	reads	349049	5163	0	113676	404538	0	0	0	0	0	0
NA19098	r3	A03	molecules	81860	1615	0	58147	0	0	0	0	0	0	0
NA19098	r3	A03	reads	2547024	50117	0	1120296	1378649	0	0	0	0	0	0
NA19098	r3	A04	molecules	140413	2851	0	97651	0	0	0	0	0	0	0
NA19098	r3	A04	reads	2139408	39463	0	1100586	1047239	0	0	0	0	0	0
NA19098	r3	A05	molecules	47808	820	0	37192	0	0	0	0	0	0	0
NA19098	r3	A05	reads	1021998	11283	0	617681	979316	0	0	0	0	0	0
NA19098	r3	A06	molecules	98219	1831	0	84621	0	0	0	0	0	0	0
NA19098	r3	A06	reads	3079140	53157	0	2143991	1993500	0	0	0	0	0	0
NA19098	r3	A07	molecules	36572	675	0	25383	0	0	0	0	0	0	0
NA19098	r3	A07	reads	605175	6646	0	273369	663848	0	0	0	0	0	0
NA19098	r3	A08	molecules	98391	2076	0	72303	0	0	0	0	0	0	0
NA19098	r3	A08	reads	3198539	66733	0	1525740	1644749	0	0	0	0	0	0
NA19098	r3	A09	molecules	117837	2435	0	84343	0	0	0	0	0	0	0
NA19098	r3	A09	reads	2449417	49721	0	1217805	1294185	0	0	0	0	0	0
NA19098	r3	A10	molecules	104381	1955	0	90073	0	0	0	0	0	0	0
NA19098	r3	A10	reads	2999247	50519	0	2047302	1872008	0	0	0	0	0	0
NA19098	r3	A11	molecules	123682	2611	0	89579	0	0	0	0	0	0	0
NA19098	r3	A11	reads	2806513	59457	0	1352902	1394543	0	0	0	0	0	0
NA19098	r3	A12	molecules	74237	1475	0	55764	0	0	0	0	0	0	0
NA19098	r3	A12	reads	2042996	40105	0	1014712	1509719	0	0	0	0	0	0
NA19098	r3	B01	molecules	49452	923	0	35243	0	0	0	0	0	0	0
NA19098	r3	B01	reads	1029436	17378	0	479380	914254	0	0	0	0	0	0
NA19098	r3	B02	molecules	35636	622	0	25372	0	0	0	0	0	0	0
NA19098	r3	B02	reads	637864	7589	0	326872	663425	0	0	0	0	0	0
NA19098	r3	B03	molecules	87461	1771	0	67782	0	0	0	0	0	0	0
NA19098	r3	B03	reads	2673993	57789	0	1387887	1549273	0	0	0	0	0	0
NA19098	r3	B04	molecules	110905	2218	0	84447	0	0	0	0	0	0	0
NA19098	r3	B04	reads	2547652	53028	0	1348056	1465377	0	0	0	0	0	0
NA19098	r3	B05	molecules	106468	2205	0	73407	0	0	0	0	0	0	0
NA19098	r3	B05	reads	3581734	71265	0	1452447	1784558	0	0	0	0	0	0
NA19098	r3	B06	molecules	39352	671	0	32280	0	0	0	0	0	0	0
NA19098	r3	B06	reads	609432	8399	0	430632	724479	0	0	0	0	0	0
NA19098	r3	B07	molecules	85589	1725	0	60984	0	0	0	0	0	0	0
NA19098	r3	B07	reads	2741441	56667	0	1172899	1643160	0	0	0	0	0	0
NA19098	r3	B08	molecules	39081	750	0	27429	0	0	0	0	0	0	0
NA19098	r3	B08	reads	624213	11639	0	217667	605372	0	0	0	0	0	0
NA19098	r3	B09	molecules	55446	1090	0	37378	0	0	0	0	0	0	0
NA19098	r3	B09	reads	1314324	24351	0	489214	963976	0	0	0	0	0	0
NA19098	r3	B10	molecules	95545	1896	0	72026	0	0	0	0	0	0	0
NA19098	r3	B10	reads	2984303	54938	0	1523787	1628505	0	0	0	0	0	0
NA19098	r3	B11	molecules	122081	2428	0	98673	0	0	0	0	0	0	0
NA19098	r3	B11	reads	2924776	56855	0	1675386	1546947	0	0	0	0	0	0
NA19098	r3	B12	molecules	103741	2009	0	77907	0	0	0	0	0	0	0
NA19098	r3	B12	reads	3128285	61195	0	1536740	1799455	0	0	0	0	0	0
NA19098	r3	C01	molecules	85348	1762	0	64211	0	0	0	0	0	0	0
NA19098	r3	C01	reads	2546297	52631	0	1357705	1694148	0	0	0	0	0	0
NA19098	r3	C02	molecules	23410	417	0	16039	0	0	0	0	0	0	0
NA19098	r3	C02	reads	301943	2196	0	120655	358413	0	0	0	0	0	0
NA19098	r3	C03	molecules	64219	1190	0	47815	0	0	0	0	0	0	0
NA19098	r3	C03	reads	1766924	31594	0	851583	1265681	0	0	0	0	0	0
NA19098	r3	C04	molecules	94773	1926	0	76074	0	0	0	0	0	0	0
NA19098	r3	C04	reads	3033494	56333	0	1606226	1918643	0	0	0	0	0	0
NA19098	r3	C05	molecules	89989	1763	0	68451	0	0	0	0	0	0	0
NA19098	r3	C05	reads	2763516	50150	0	1315370	1688804	0	0	0	0	0	0
NA19098	r3	C06	molecules	103966	2110	0	83743	0	0	0	0	0	0	0
NA19098	r3	C06	reads	2517256	48428	0	1430433	1280217	0	0	0	0	0	0
NA19098	r3	C07	molecules	37479	663	0	28088	0	0	0	0	0	0	0
NA19098	r3	C07	reads	687960	7451	0	421137	642057	0	0	0	0	0	0
NA19098	r3	C08	molecules	31368	532	0	23971	0	0	0	0	0	0	0
NA19098	r3	C08	reads	381858	4098	0	236483	568526	0	0	0	0	0	0
NA19098	r3	C09	molecules	105687	2123	0	71656	0	0	0	0	0	0	0
NA19098	r3	C09	reads	3279687	63877	0	1351498	1634598	0	0	0	0	0	0
NA19098	r3	C10	molecules	82098	1598	0	61343	0	0	0	0	0	0	0
NA19098	r3	C10	reads	2528060	45150	0	1153732	1523262	0	0	0	0	0	0
NA19098	r3	C11	molecules	103767	2032	0	79506	0	0	0	0	0	0	0
NA19098	r3	C11	reads	3201339	57708	0	1557208	1886033	0	0	0	0	0	0
NA19098	r3	C12	molecules	81591	1535	0	63317	0	0	0	0	0	0	0
NA19098	r3	C12	reads	2492217	39475	0	1200525	1653015	0	0	0	0	0	0
NA19098	r3	D01	molecules	30650	541	0	20023	0	0	0	0	0	0	0
NA19098	r3	D01	reads	478056	5962	0	157777	437450	0	0	0	0	0	0
NA19098	r3	D02	molecules	67836	1239	0	60276	0	0	0	0	0	0	0
NA19098	r3	D02	reads	1753418	23248	0	1644079	1425424	0	0	0	0	0	0
NA19098	r3	D03	molecules	104817	2078	0	80607	0	0	0	0	0	0	0
NA19098	r3	D03	reads	3495624	69885	0	1801690	1913396	0	0	0	0	0	0
NA19098	r3	D04	molecules	25533	442	0	19637	0	0	0	0	0	0	0
NA19098	r3	D04	reads	283633	3606	0	99454	355574	0	0	0	0	0	0
NA19098	r3	D05	molecules	96107	1934	0	68485	0	0	0	0	0	0	0
NA19098	r3	D05	reads	2942312	55309	0	1229669	1417604	0	0	0	0	0	0
NA19098	r3	D06	molecules	22224	407	0	17756	0	0	0	0	0	0	0
NA19098	r3	D06	reads	254215	2824	0	91328	295012	0	0	0	0	0	0
NA19098	r3	D07	molecules	72305	1430	0	49817	0	0	0	0	0	0	0
NA19098	r3	D07	reads	1838292	35452	0	778192	1002341	0	0	0	0	0	0
NA19098	r3	D08	molecules	128942	2726	0	88837	0	0	0	0	0	0	0
NA19098	r3	D08	reads	2472326	49713	0	1171571	1286948	0	0	0	0	0	0
NA19098	r3	D09	molecules	93171	1848	0	67993	0	0	0	0	0	0	0
NA19098	r3	D09	reads	2827955	55137	0	1379208	1656519	0	0	0	0	0	0
NA19098	r3	D10	molecules	88416	1768	0	66071	0	0	0	0	0	0	0
NA19098	r3	D10	reads	2706655	52597	0	1176948	1635609	0	0	0	0	0	0
NA19098	r3	D11	molecules	95177	1805	0	75332	0	0	0	0	0	0	0
NA19098	r3	D11	reads	2922319	56210	0	1500647	1858699	0	0	0	0	0	0
NA19098	r3	D12	molecules	72993	1426	0	60229	0	0	0	0	0	0	0
NA19098	r3	D12	reads	2050746	34984	0	1253810	1585965	0	0	0	0	0	0
NA19098	r3	E01	molecules	101202	1996	0	70297	0	0	0	0	0	0	0
NA19098	r3	E01	reads	2583334	46546	0	1154638	1780221	0	0	0	0	0	0
NA19098	r3	E02	molecules	94574	1932	0	63753	0	0	0	0	0	0	0
NA19098	r3	E02	reads	2665212	52490	0	1107527	1179990	0	0	0	0	0	0
NA19098	r3	E03	molecules	109039	2177	0	79200	0	0	0	0	0	0	0
NA19098	r3	E03	reads	3187844	60943	0	1643126	1686682	0	0	0	0	0	0
NA19098	r3	E04	molecules	103504	2056	0	81109	0	0	0	0	0	0	0
NA19098	r3	E04	reads	3174572	64889	0	1460445	1731553	0	0	0	0	0	0
NA19098	r3	E05	molecules	40310	716	0	32099	0	0	0	0	0	0	0
NA19098	r3	E05	reads	726414	7090	0	352749	723904	0	0	0	0	0	0
NA19098	r3	E06	molecules	53988	920	0	49095	0	0	0	0	0	0	0
NA19098	r3	E06	reads	915174	12789	0	844124	1121362	0	0	0	0	0	0
NA19098	r3	E07	molecules	98684	1899	0	85954	0	0	0	0	0	0	0
NA19098	r3	E07	reads	2710650	43507	0	2121774	1759626	0	0	0	0	0	0
NA19098	r3	E08	molecules	49978	897	0	35815	0	0	0	0	0	0	0
NA19098	r3	E08	reads	1044996	10499	0	584390	1068776	0	0	0	0	0	0
NA19098	r3	E09	molecules	37500	654	0	26085	0	0	0	0	0	0	0
NA19098	r3	E09	reads	626814	6104	0	326579	698779	0	0	0	0	0	0
NA19098	r3	E10	molecules	82690	1652	0	57442	0	0	0	0	0	0	0
NA19098	r3	E10	reads	2130113	41731	0	917896	1308517	0	0	0	0	0	0
NA19098	r3	E11	molecules	99201	1972	0	69711	0	0	0	0	0	0	0
NA19098	r3	E11	reads	3228671	55334	0	1302712	1685112	0	0	0	0	0	0
NA19098	r3	E12	molecules	69772	1366	0	52525	0	0	0	0	0	0	0
NA19098	r3	E12	reads	1806787	33180	0	899112	1395536	0	0	0	0	0	0
NA19098	r3	F01	molecules	37420	675	0	25686	0	0	0	0	0	0	0
NA19098	r3	F01	reads	425399	5870	0	166379	409064	0	0	0	0	0	0
NA19098	r3	F02	molecules	131807	2703	0	104346	0	0	0	0	0	0	0
NA19098	r3	F02	reads	2957420	57130	0	1770690	1598435	0	0	0	0	0	0
NA19098	r3	F03	molecules	90414	1694	0	65867	0	0	0	0	0	0	0
NA19098	r3	F03	reads	2574033	46508	0	1306785	1541453	0	0	0	0	0	0
NA19098	r3	F04	molecules	92224	1776	0	72337	0	0	0	0	0	0	0
NA19098	r3	F04	reads	2690648	48216	0	1516534	1921637	0	0	0	0	0	0
NA19098	r3	F05	molecules	102599	1985	0	74475	0	0	0	0	0	0	0
NA19098	r3	F05	reads	3205623	57922	0	1298317	1741362	0	0	0	0	0	0
NA19098	r3	F06	molecules	92696	1842	0	66542	0	0	0	0	0	0	0
NA19098	r3	F06	reads	2568314	50671	0	1064146	1636250	0	0	0	0	0	0
NA19098	r3	F07	molecules	99223	1803	0	81156	0	0	0	0	0	0	0
NA19098	r3	F07	reads	2582940	39167	0	1692918	1423752	0	0	0	0	0	0
NA19098	r3	F08	molecules	123028	2354	0	93844	0	0	0	0	0	0	0
NA19098	r3	F08	reads	2735891	46803	0	1573921	1550706	0	0	0	0	0	0
NA19098	r3	F09	molecules	77513	1527	0	54294	0	0	0	0	0	0	0
NA19098	r3	F09	reads	2210517	40957	0	1112479	1336298	0	0	0	0	0	0
NA19098	r3	F10	molecules	105600	2066	0	77321	0	0	0	0	0	0	0
NA19098	r3	F10	reads	3409842	62326	0	1510792	1849679	0	0	0	0	0	0
NA19098	r3	F11	molecules	48517	816	0	39314	0	0	0	0	0	0	0
NA19098	r3	F11	reads	903240	7781	0	636824	965135	0	0	0	0	0	0
NA19098	r3	F12	molecules	25183	407	0	18687	0	0	0	0	0	0	0
NA19098	r3	F12	reads	222728	2588	0	83922	321724	0	0	0	0	0	0
NA19098	r3	G01	molecules	53613	1067	0	34148	0	0	0	0	0	0	0
NA19098	r3	G01	reads	1338673	27578	0	394888	916224	0	0	0	0	0	0
NA19098	r3	G02	molecules	43954	774	0	32011	0	0	0	0	0	0	0
NA19098	r3	G02	reads	853036	9777	0	524210	880254	0	0	0	0	0	0
NA19098	r3	G03	molecules	49921	842	0	37192	0	0	0	0	0	0	0
NA19098	r3	G03	reads	1077380	10518	0	792595	984242	0	0	0	0	0	0
NA19098	r3	G04	molecules	65823	1158	0	51930	0	0	0	0	0	0	0
NA19098	r3	G04	reads	1123623	11538	0	1076067	1236017	0	0	0	0	0	0
NA19098	r3	G05	molecules	120007	2595	0	78247	0	0	0	0	0	0	0
NA19098	r3	G05	reads	3065198	64449	0	1192995	1341406	0	0	0	0	0	0
NA19098	r3	G06	molecules	85531	1661	0	62898	0	0	0	0	0	0	0
NA19098	r3	G06	reads	2354937	38693	0	1027494	1645966	0	0	0	0	0	0
NA19098	r3	G07	molecules	45231	742	0	30511	0	0	0	0	0	0	0
NA19098	r3	G07	reads	927012	10012	0	461903	877834	0	0	0	0	0	0
NA19098	r3	G08	molecules	58737	1068	0	42586	0	0	0	0	0	0	0
NA19098	r3	G08	reads	1211796	11803	0	876305	1182720	0	0	0	0	0	0
NA19098	r3	G09	molecules	48114	899	0	33091	0	0	0	0	0	0	0
NA19098	r3	G09	reads	1060724	17567	0	487419	851861	0	0	0	0	0	0
NA19098	r3	G10	molecules	98110	2012	0	70035	0	0	0	0	0	0	0
NA19098	r3	G10	reads	3320763	63152	0	1425773	1626068	0	0	0	0	0	0
NA19098	r3	G11	molecules	30892	503	0	24074	0	0	0	0	0	0	0
NA19098	r3	G11	reads	487671	5176	0	278776	500190	0	0	0	0	0	0
NA19098	r3	G12	molecules	41215	695	0	31627	0	0	0	0	0	0	0
NA19098	r3	G12	reads	657628	6865	0	445208	849383	0	0	0	0	0	0
NA19098	r3	H01	molecules	42075	763	0	32075	0	0	0	0	0	0	0
NA19098	r3	H01	reads	691327	8579	0	586521	717254	0	0	0	0	0	0
NA19098	r3	H02	molecules	95040	1859	0	68529	0	0	0	0	0	0	0
NA19098	r3	H02	reads	2674919	47307	0	1394992	1669627	0	0	0	0	0	0
NA19098	r3	H03	molecules	116399	2309	0	81954	0	0	0	0	0	0	0
NA19098	r3	H03	reads	3428255	65531	0	1555629	2237062	0	0	0	0	0	0
NA19098	r3	H04	molecules	101754	2060	0	69284	0	0	0	0	0	0	0
NA19098	r3	H04	reads	3218958	63823	0	1286284	1883054	0	0	0	0	0	0
NA19098	r3	H05	molecules	97267	1852	0	74940	0	0	0	0	0	0	0
NA19098	r3	H05	reads	2358271	42626	0	1418638	1928024	0	0	0	0	0	0
NA19098	r3	H06	molecules	93773	1828	0	68596	0	0	0	0	0	0	0
NA19098	r3	H06	reads	2782432	53319	0	1205247	1892469	0	0	0	0	0	0
NA19098	r3	H07	molecules	23494	414	0	18052	0	0	0	0	0	0	0
NA19098	r3	H07	reads	279064	2747	0	193192	473631	0	0	0	0	0	0
NA19098	r3	H08	molecules	30271	536	0	21272	0	0	0	0	0	0	0
NA19098	r3	H08	reads	415515	4619	0	218630	574451	0	0	0	0	0	0
NA19098	r3	H09	molecules	36800	657	0	24324	0	0	0	0	0	0	0
NA19098	r3	H09	reads	651740	9594	0	273423	651151	0	0	0	0	0	0
NA19098	r3	H10	molecules	87638	1792	0	62098	0	0	0	0	0	0	0
NA19098	r3	H10	reads	2694591	50016	0	1151674	1785765	0	0	0	0	0	0
NA19098	r3	H11	molecules	104562	1907	0	86626	0	0	0	0	0	0	0
NA19098	r3	H11	reads	3133125	45978	0	1954879	2149441	0	0	0	0	0	0
NA19098	r3	H12	molecules	89604	1832	0	64710	0	0	0	0	0	0	0
NA19098	r3	H12	reads	2659381	53427	0	1150241	1595250	0	0	0	0	0	0
NA19101	r1	A01	molecules	16379	262	0	13483	0	0	0	0	0	0	0
NA19101	r1	A01	reads	301000	2429	0	211614	465586	0	0	0	0	0	0
NA19101	r1	A02	molecules	71251	1397	0	61382	0	0	0	0	0	0	0
NA19101	r1	A02	reads	2745204	46907	0	1558370	1746173	0	0	0	0	0	0
NA19101	r1	A03	molecules	75871	1629	0	54169	0	0	0	0	0	0	0
NA19101	r1	A03	reads	2826677	56044	0	1165453	1304026	0	0	0	0	0	0
NA19101	r1	A04	molecules	52967	1045	0	41424	0	0	0	0	0	0	0
NA19101	r1	A04	reads	2218556	35835	0	1076145	1288592	0	0	0	0	0	0
NA19101	r1	A05	molecules	73404	1486	0	60435	0	0	0	0	0	0	0
NA19101	r1	A05	reads	3003485	53669	0	1530262	1760361	0	0	0	0	0	0
NA19101	r1	A06	molecules	54304	1147	0	41560	0	0	0	0	0	0	0
NA19101	r1	A06	reads	1911860	40488	0	913619	850612	0	0	0	0	0	0
NA19101	r1	A07	molecules	86368	1809	0	60339	0	0	0	0	0	0	0
NA19101	r1	A07	reads	3171424	65473	0	1177341	1530744	0	0	0	0	0	0
NA19101	r1	A08	molecules	53440	1054	0	47231	0	0	0	0	0	0	0
NA19101	r1	A08	reads	2070472	35131	0	1164796	1354250	0	0	0	0	0	0
NA19101	r1	A09	molecules	66940	1385	0	46235	0	0	0	0	0	0	0
NA19101	r1	A09	reads	2403869	48862	0	1017606	1026561	0	0	0	0	0	0
NA19101	r1	A10	molecules	62959	1332	0	49410	0	0	0	0	0	0	0
NA19101	r1	A10	reads	2768588	54686	0	1245083	1287266	0	0	0	0	0	0
NA19101	r1	A11	molecules	40441	801	0	33375	0	0	0	0	0	0	0
NA19101	r1	A11	reads	1465059	26695	0	815894	836464	0	0	0	0	0	0
NA19101	r1	A12	molecules	21967	360	0	21285	0	0	0	0	0	0	0
NA19101	r1	A12	reads	616578	5513	0	496736	581256	0	0	0	0	0	0
NA19101	r1	B01	molecules	24398	398	0	26648	0	0	0	0	0	0	0
NA19101	r1	B01	reads	621745	6166	0	565641	750159	0	0	0	0	0	0
NA19101	r1	B02	molecules	53530	1058	0	44531	0	0	0	0	0	0	0
NA19101	r1	B02	reads	2117656	38981	0	978323	1155867	0	0	0	0	0	0
NA19101	r1	B03	molecules	64151	1373	0	53973	0	0	0	0	0	0	0
NA19101	r1	B03	reads	2691298	54288	0	1340681	1274482	0	0	0	0	0	0
NA19101	r1	B04	molecules	81316	1564	0	68170	0	0	0	0	0	0	0
NA19101	r1	B04	reads	3323791	63856	0	1629291	1569703	0	0	0	0	0	0
NA19101	r1	B05	molecules	65836	1328	0	56332	0	0	0	0	0	0	0
NA19101	r1	B05	reads	2770275	52060	0	1424024	1665996	0	0	0	0	0	0
NA19101	r1	B06	molecules	27851	418	0	29585	0	0	0	0	0	0	0
NA19101	r1	B06	reads	775695	6428	0	707805	815635	0	0	0	0	0	0
NA19101	r1	B07	molecules	54801	1088	0	43965	0	0	0	0	0	0	0
NA19101	r1	B07	reads	2141741	39444	0	966606	1280489	0	0	0	0	0	0
NA19101	r1	B08	molecules	48599	1029	0	50202	0	0	0	0	0	0	0
NA19101	r1	B08	reads	1686015	35423	0	894110	1272473	0	0	0	0	0	0
NA19101	r1	B09	molecules	74293	1511	0	59056	0	0	0	0	0	0	0
NA19101	r1	B09	reads	2683329	54188	0	1279715	1255239	0	0	0	0	0	0
NA19101	r1	B10	molecules	108915	2191	0	81226	0	0	0	0	0	0	0
NA19101	r1	B10	reads	2622111	49229	0	1336293	1150735	0	0	0	0	0	0
NA19101	r1	B11	molecules	62567	1277	0	49712	0	0	0	0	0	0	0
NA19101	r1	B11	reads	2506955	46171	0	1189063	1335045	0	0	0	0	0	0
NA19101	r1	B12	molecules	55614	1143	0	44514	0	0	0	0	0	0	0
NA19101	r1	B12	reads	2150465	41856	0	948930	1288674	0	0	0	0	0	0
NA19101	r1	C01	molecules	48391	909	0	43003	0	0	0	0	0	0	0
NA19101	r1	C01	reads	1739417	26648	0	895569	1237093	0	0	0	0	0	0
NA19101	r1	C02	molecules	54840	1061	0	49939	0	0	0	0	0	0	0
NA19101	r1	C02	reads	2148001	35401	0	1206486	1321475	0	0	0	0	0	0
NA19101	r1	C03	molecules	76150	1607	0	59992	0	0	0	0	0	0	0
NA19101	r1	C03	reads	3041359	64029	0	1398569	1394495	0	0	0	0	0	0
NA19101	r1	C04	molecules	56410	1164	0	49142	0	0	0	0	0	0	0
NA19101	r1	C04	reads	2272946	40890	0	1274967	1485099	0	0	0	0	0	0
NA19101	r1	C05	molecules	57561	1152	0	47374	0	0	0	0	0	0	0
NA19101	r1	C05	reads	2359208	39068	0	1219344	1394026	0	0	0	0	0	0
NA19101	r1	C06	molecules	82395	1713	0	64782	0	0	0	0	0	0	0
NA19101	r1	C06	reads	3130569	60048	0	1455924	1406922	0	0	0	0	0	0
NA19101	r1	C07	molecules	52176	1003	0	48728	0	0	0	0	0	0	0
NA19101	r1	C07	reads	1725009	29251	0	1120182	803413	0	0	0	0	0	0
NA19101	r1	C08	molecules	67252	1389	0	64196	0	0	0	0	0	0	0
NA19101	r1	C08	reads	2714768	50870	0	1841967	1615597	0	0	0	0	0	0
NA19101	r1	C09	molecules	63534	1309	0	53868	0	0	0	0	0	0	0
NA19101	r1	C09	reads	2594226	51820	0	1290423	1382243	0	0	0	0	0	0
NA19101	r1	C10	molecules	63563	1368	0	48464	0	0	0	0	0	0	0
NA19101	r1	C10	reads	2708662	52453	0	1159547	1345656	0	0	0	0	0	0
NA19101	r1	C11	molecules	60659	1220	0	52756	0	0	0	0	0	0	0
NA19101	r1	C11	reads	2525890	47289	0	1404940	1420451	0	0	0	0	0	0
NA19101	r1	C12	molecules	49283	978	0	40612	0	0	0	0	0	0	0
NA19101	r1	C12	reads	1752819	30329	0	830924	1092032	0	0	0	0	0	0
NA19101	r1	D01	molecules	50251	927	0	43450	0	0	0	0	0	0	0
NA19101	r1	D01	reads	1881448	27952	0	1091342	1017483	0	0	0	0	0	0
NA19101	r1	D02	molecules	62575	1190	0	55585	0	0	0	0	0	0	0
NA19101	r1	D02	reads	2612178	45220	0	1326104	1471232	0	0	0	0	0	0
NA19101	r1	D03	molecules	82046	1660	0	67449	0	0	0	0	0	0	0
NA19101	r1	D03	reads	3832463	71971	0	1674162	1786424	0	0	0	0	0	0
NA19101	r1	D04	molecules	41371	801	0	33147	0	0	0	0	0	0	0
NA19101	r1	D04	reads	1456248	27513	0	720561	861809	0	0	0	0	0	0
NA19101	r1	D05	molecules	54086	1156	0	40935	0	0	0	0	0	0	0
NA19101	r1	D05	reads	1969731	39283	0	844799	1038642	0	0	0	0	0	0
NA19101	r1	D06	molecules	58984	1053	0	54162	0	0	0	0	0	0	0
NA19101	r1	D06	reads	1987693	30045	0	1404467	1029786	0	0	0	0	0	0
NA19101	r1	D07	molecules	69820	1384	0	59198	0	0	0	0	0	0	0
NA19101	r1	D07	reads	2747036	49327	0	1219627	1402615	0	0	0	0	0	0
NA19101	r1	D08	molecules	80778	1687	0	72444	0	0	0	0	0	0	0
NA19101	r1	D08	reads	2889997	55959	0	1543179	1324052	0	0	0	0	0	0
NA19101	r1	D09	molecules	81404	1666	0	67329	0	0	0	0	0	0	0
NA19101	r1	D09	reads	3034485	63306	0	1500945	1458584	0	0	0	0	0	0
NA19101	r1	D10	molecules	71183	1470	0	58798	0	0	0	0	0	0	0
NA19101	r1	D10	reads	2858881	55442	0	1569752	1556549	0	0	0	0	0	0
NA19101	r1	D11	molecules	84947	1831	0	64066	0	0	0	0	0	0	0
NA19101	r1	D11	reads	3353775	71193	0	1537573	1495010	0	0	0	0	0	0
NA19101	r1	D12	molecules	61335	1320	0	46583	0	0	0	0	0	0	0
NA19101	r1	D12	reads	2639241	49071	0	1119785	1487415	0	0	0	0	0	0
